"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
12543,3/31/2026 0:00:00,6268,0,0,0,0,147470986,513434,0,160034712,0,147470986,513434,0,0,0,0,7,0,0,0,0,92025,0,0,0,0,0,0,0,0,1009536,0,533080,0,0,0,0,0,0,0,0,0,0,0,61187,0,0,0,0,0,0,0,0,511573,2841,41852,130847,91975,131195,306078,0,0,0,0,7672,33128,9783171,0,0,7651989,0,0,0,0,1930574,2472498,0,0,0,0,390,5882,184,9047,0,703,16206,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1547869,0,197437,236863,0,245320,0,206101,56994,0,0,0,0,0,0,0,1241692,18885060,0,0,0,0,0,0,0,0,0,0,16347705,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4144279,0,0,0,0,0,0,0,0,0,10010062,0,0,118884,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12546,3/31/2026 0:00:00,6269,0,0,0,0,2293405,0,0,2531921,0,2293405,0,0,0,0,0,1,0,0,0,0,32025,0,0,0,0,0,0,0,0,22376,0,9338,0,0,0,0,0,0,0,0,0,0,0,4816,0,0,0,0,0,0,0,0,22454,0,0,8711,0,686,0,0,55,0,0,0,900,427921,0,0,155813,0,0,0,0,0,549007,0,0,0,0,0,45,0,759,228,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31714,0,5367,45,0,-1613,2000,0,45,0,0,0,0,0,0,0,6000,274717,0,0,0,0,0,0,0,0,0,0,233362,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12570,3/31/2026 0:00:00,6281,0,0,0,0,54362263,2910652,125876,62603971,0,54362263,2910652,125876,0,0,0,14,0,0,0,0,92025,0,0,0,0,0,0,0,0,606015,0,102797,0,0,0,0,0,0,0,0,0,0,0,157157,0,0,0,0,0,0,0,0,323872,11500,40106,176728,19304,38297,110532,0,0,0,0,2721,10966,7595570,0,0,8223446,0,0,0,0,1603693,3269172,0,0,0,0,518,2847,135,6888,116,348,10852,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,708812,0,179582,212042,0,26891,0,125688,0,0,0,0,0,0,0,0,475047,7125402,0,0,0,0,0,0,0,0,-1160720,0,7022256,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,818716,1831.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12601,3/31/2026 0:00:00,6300,0,0,0,0,47337858,346732,0,62997338,0,47337858,346732,0,0,0,0,42,0,0,0,0,52025,0,0,0,0,0,0,0,0,566091,0,263783,0,0,0,0,0,0,0,0,0,0,0,48873,0,0,0,0,0,0,0,0,285566,5590,17962,98772,11625,36926,84851,0,0,0,0,2232,11879,13131389,0,0,4574219,0,0,0,0,732026,2546588,0,0,0,0,179,1632,179,5553,58,326,7927,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,829874,0,111535,190039,0,212846,0,37004,0,0,0,0,0,0,0,0,1528413,6331779,0,0,0,0,0,0,0,0,0,0,15260294,2422,0,0,0,248382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,859196,0,0,0,0,0,0,0,0,0,2500000,0,0,236760,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12604,3/31/2026 0:00:00,6302,0,0,0,0,78263041,1223095,288167,88471976,0,78263041,1223095,288167,0,0,0,35,0,0,0,0,42025,0,0,0,0,0,0,0,0,791852,0,296691,0,0,0,0,0,0,0,0,0,0,0,68157,0,0,0,0,0,0,0,0,316035,8822,55018,305439,36411,63607,54541,0,1182,0,0,0,4588,11885854,0,0,901725,0,0,0,0,3085507,7455482,0,0,0,0,394,4251,220,7595,0,736,13196,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1088543,0,162183,134059,0,252098,0,454266,0,0,0,0,0,0,0,85963125,439890,6259003,0,0,0,0,0,0,0,0,0,0,7608730,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14452768,0,0,895324,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12608,3/31/2026 0:00:00,6305,0,0,0,0,1509230,0,0,1594601,0,1509230,0,0,0,0,0,4,0,0,0,0,42025,0,0,0,0,0,0,0,0,26312,0,65,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,3000,0,780,1482,0,1114,0,0,0,0,0,195,300,664727,0,0,0,0,0,0,0,0,159241,0,0,0,0,33,0,0,264,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26377,0,1000,17767,0,2739,4000,0,0,0,0,0,0,0,0,1543986,0,222478,0,0,0,0,0,0,0,0,0,0,85371,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12613,3/31/2026 0:00:00,6310,0,0,0,0,1650094,0,0,2521900,0,1650094,0,0,0,0,0,0,0,0,0,0,122024,0,0,0,0,0,0,0,0,6355,0,14489,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1987,0,330,1570,0,0,0,0,0,152,325525,0,0,378627,0,0,0,0,0,18084,0,0,0,129,0,0,0,187,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20844,0,174,6073,0,6150,0,0,0,0,0,0,0,0,0,0,0,317229,0,0,0,0,0,0,0,0,0,0,871399,3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12616,3/31/2026 0:00:00,6312,0,0,0,0,36340719,404432,157413,40304233,0,36340719,404432,157413,0,0,0,44,0,0,0,0,62025,0,0,0,0,0,0,0,0,411699,0,100825,0,0,0,0,0,0,0,0,0,0,0,67712,0,0,0,0,0,0,0,0,178401,815,17105,102548,1270,52721,10924,0,0,0,0,1729,2923,3717862,0,0,903757,0,0,0,0,1131797,612017,0,0,0,1737,370,1983,24,3782,0,80,6239,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,512524,0,131670,103360,0,102398,0,198426,0,0,0,0,0,0,0,0,313013,2706478,0,0,0,0,0,0,0,0,0,0,3203694,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,286497,0,0,0,0,0,0,0,0,0,2000000,0,0,932663,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,3/31/2026 0:00:00,6315,0,0,0,0,1437569,0,0,1680201,0,1437569,0,0,0,0,0,1,0,0,0,0,12026,0,0,0,0,0,0,0,0,15652,0,5511,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4844,0,1500,5444,0,994,200,0,0,0,0,1312,1045,590209,0,0,263147,0,0,0,0,0,37639,0,0,0,0,0,0,0,268,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21163,0,20,1045,0,4799,0,10000,0,0,0,0,0,0,0,0,25,248081,0,0,0,0,0,0,0,0,0,0,240756,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432622,0,0,15201,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12624,3/31/2026 0:00:00,6319,0,0,0,0,49239914,1205183,0,57401996,0,49239914,1205183,0,0,0,0,4,0,0,0,0,122025,0,0,0,0,0,0,0,0,291753,0,224974,0,0,0,0,0,0,0,0,0,0,0,12958,0,0,0,0,0,0,0,0,238346,623,80556,218224,21065,30795,22929,0,0,0,0,0,3801,5054515,0,0,4666733,0,0,0,0,607071,492900,0,0,0,2143,176,1876,0,3659,0,0,5711,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,516727,0,59896,38260,0,-76391,0,34060,0,0,0,0,0,0,0,0,719682,6820543,0,0,0,0,0,0,0,0,0,0,6309623,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710000,0,0,17150,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12643,3/31/2026 0:00:00,6329,0,0,0,0,89123131,8627983,3178900,115453027,0,89123131,8627983,3178900,0,0,0,15,0,0,0,0,92025,0,0,0,0,0,0,0,0,955104,0,412548,0,0,0,0,0,0,0,0,0,0,0,380174,0,0,0,0,0,0,0,0,460719,939,85365,185385,24296,73892,256541,0,0,0,0,0,14243,16167186,0,0,3813309,0,0,0,0,970953,6655072,0,0,-5465,10113,792,6662,248,11474,16,228,19420,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,1367652,0,477873,344811,0,410120,193719,0,0,0,0,0,0,0,0,0,1318425,7891721,0,0,0,0,0,0,0,0,0,0,14040346,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16258740,0,0,2806832,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12648,3/31/2026 0:00:00,6333,0,0,0,0,10854912,0,0,12746975,0,10854912,0,0,0,0,0,24,0,0,0,0,62025,0,0,0,0,0,0,0,0,148243,0,37776,0,0,0,0,0,0,0,0,0,0,0,36925,0,0,0,0,0,0,0,0,77672,3240,16568,21355,2379,5283,64024,0,0,0,0,778,32,4851615,0,0,1353137,0,0,0,0,0,459421,0,0,0,0,67,754,0,2715,0,39,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,186019,0,51380,54110,0,-8042,0,38410,66,0,0,0,0,0,0,0,165730,1998451,0,0,0,0,0,0,0,0,0,0,1253662,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,195786,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12654,3/31/2026 0:00:00,6337,0,0,0,0,56918790,730263,74451,66179862,0,56918790,730263,74451,0,0,0,7,0,0,0,0,92025,0,0,0,0,0,0,0,0,536964,0,187799,0,0,0,0,0,0,0,0,0,0,0,60965,0,0,0,0,0,0,0,0,245108,1797,39565,38783,5949,49457,82629,0,0,0,0,2853,14358,9861861,0,0,7434134,0,0,0,0,737665,1146152,0,0,-325,0,385,2698,102,5287,0,156,8628,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,724763,0,117377,162070,0,189353,0,149648,0,0,0,0,0,0,0,0,203398,8851312,0,0,0,0,0,0,0,0,0,0,8338219,1260,0,0,0,11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,13018380,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12666,3/31/2026 0:00:00,6344,0,0,0,0,26104468,544253,0,31892948,0,27444425,544253,0,0,0,0,7,0,0,0,0,92025,0,0,0,0,0,0,0,0,317864,0,97503,0,0,0,0,0,0,0,0,0,0,0,30753,0,0,0,0,0,0,0,0,128417,2500,25188,52265,20618,23677,42515,0,7214,0,0,1293,1532,3986033,0,0,700501,0,0,0,0,772424,760395,0,0,0,0,212,1386,30,3288,0,62,4983,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,415367,0,77092,131695,0,53781,0,207451,0,0,0,0,0,0,0,0,208650,6388042,0,0,0,0,0,0,0,0,0,0,3682043,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10074058,0,0,132997,1768.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12671,3/31/2026 0:00:00,6348,0,0,0,0,19848154,0,0,21884598,0,19848154,0,0,0,0,0,0,0,0,0,0,92024,0,0,0,0,0,0,0,0,107294,0,96964,0,0,0,0,0,0,0,0,0,0,0,31452,0,0,0,0,0,0,0,0,67973,0,21252,47759,4342,7118,23101,0,0,0,0,307,938,2344773,0,0,1537724,0,0,0,0,0,181562,0,0,0,0,16,1087,36,1926,74,181,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,204258,0,31452,19277,0,43643,27278,0,0,0,0,0,0,0,0,0,408307,3089270,0,0,0,0,0,0,0,0,0,0,1747285,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370000,0,0,35001,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12673,3/31/2026 0:00:00,6350,0,0,0,0,9684977,0,0,12541650,0,9684977,0,0,0,0,0,30,0,0,0,0,62025,0,0,0,0,0,0,0,0,90144,0,26601,0,0,0,0,0,0,0,0,0,0,0,6186,0,0,0,0,0,0,0,0,46622,0,4513,25569,0,935,29163,0,0,0,0,625,16964,2968674,0,0,2278018,0,0,0,0,0,779390,0,0,0,0,0,416,0,1652,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,116745,0,39197,4170,0,27381,0,56219,0,0,0,0,0,0,0,0,970118,759522,0,0,0,0,0,0,0,0,0,0,2915220,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,38733,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12679,3/31/2026 0:00:00,6354,0,0,0,0,234249900,10206510,3317718,258684795,0,234249900,10206510,3317718,0,0,0,63,0,0,0,0,92024,0,0,0,0,0,0,0,0,2161555,0,693921,0,0,0,0,0,0,0,0,0,0,0,729407,0,0,0,0,0,0,0,0,1704108,9482,229215,116682,85148,62412,1125544,0,9856,0,0,83175,0,25776485,0,0,5505739,0,0,0,0,9255798,7119067,0,0,-18633,0,1307,18029,228,25133,0,902,45599,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,2855476,0,1342158,542871,0,30165,0,1254732,0,0,0,0,0,0,0,0,1402601,57240982,0,0,0,0,0,0,0,0,0,0,23642972,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,1815815,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12686,3/31/2026 0:00:00,6358,0,0,0,0,30645902,4177802,0,38659729,0,30645902,4177802,0,0,0,0,0,0,0,0,0,52025,0,0,0,0,0,0,0,0,213317,0,203830,0,0,0,0,0,0,0,0,0,0,0,7276,0,0,0,0,0,0,0,0,134764,395,9917,79551,2363,18102,20111,0,0,0,0,0,27113,4504353,0,0,1779352,0,0,0,0,0,1168022,0,0,0,0,175,1413,58,3157,27,0,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,417147,0,58143,112847,0,67286,0,13011,0,0,0,0,0,0,0,0,502402,3187194,0,0,0,0,0,0,0,0,0,0,3740537,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,98620,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12697,3/31/2026 0:00:00,6362,0,0,0,0,691845864,7816876,4720295,811936508,0,691845864,7816876,4720295,0,0,0,200,0,0,0,0,122025,0,0,0,0,0,0,0,0,7924844,0,1655873,0,0,0,0,0,0,0,0,0,0,0,1221037,0,0,0,0,0,0,0,0,3619633,99387,427189,2355274,245308,303009,50287,0,0,0,0,0,211285,172701366,0,0,83804158,0,0,0,0,13110624,11362802,0,0,-39956,133806,2503,33031,1013,48288,0,1800,86635,0,0,0,0,0,0,0,0,0,0,0,0,0,149,4,0,0,0,0,0,0,9580717,0,4053722,2239981,0,2674686,0,538434,0,0,0,0,0,0,0,0,18651779,113068475,0,0,0,0,0,0,0,0,-1022795,0,109562870,1349,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140914371,0,0,9256324,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,3/31/2026 0:00:00,6377,0,0,0,0,233979144,910614,519644,270247107,0,233979144,910614,519644,0,0,0,17,0,0,0,0,122025,0,0,0,0,0,0,0,0,2013169,0,989787,0,0,0,0,0,0,0,0,0,0,0,48488,0,0,0,0,0,0,0,0,919013,3081,110061,275412,9871,168282,98517,0,0,0,0,8989,12859,8395681,0,0,5563945,0,0,0,0,3695257,7833386,0,0,0,0,1512,10038,325,18258,0,418,30551,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,3002956,0,334456,454129,0,1234338,0,537457,0,0,0,0,0,259346992,0,0,1677188,37424616,0,0,0,0,0,0,0,0,0,0,36147112,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35975262,0,0,102657,1641.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,3/31/2026 0:00:00,6381,0,0,0,0,1804602,0,0,2420003,0,1804602,0,0,0,0,0,22,0,0,0,0,122025,0,0,0,0,0,0,0,0,38555,0,2851,0,0,0,0,0,0,0,0,0,0,0,14339,0,0,0,0,0,0,0,0,16727,0,3904,30438,1199,1194,14495,0,0,0,0,0,2537,828744,0,0,282191,0,0,0,0,0,422192,0,0,0,8908,0,365,0,1164,0,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41406,0,23247,1129,0,-14844,0,10138,0,0,0,0,0,0,0,0,0,775842,0,0,0,0,0,0,0,0,0,0,601147,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,292837,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
