"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
23184,3/31/2026 0:00:00,13313,0,0,0,0,17227216,5614348,187721,28548143,0,17476216,6362348,187721,0,0,0,6,0,0,0,0,32025,0,0,0,0,0,0,0,0,448423,0,17186,0,0,0,0,0,0,0,0,0,0,0,70470,0,0,0,0,0,0,0,0,222228,1328,26871,118694,24527,32569,39269,0,0,0,0,1800,0,290493,0,0,149352,0,0,0,0,0,375457,0,0,0,0,167,766,36,1666,84,0,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,465609,0,420470,131017,0,217776,0,21133,0,0,0,0,0,0,0,0,110885,2683963,0,0,0,0,0,0,0,0,0,0,4586675,1607,0,3749916,0,27309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,29127,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23198,3/31/2026 0:00:00,13327,0,0,0,0,24358993,29109,21913,28359901,0,24358993,29109,21913,0,0,0,3,0,0,0,0,62025,0,0,0,0,0,0,0,0,212174,0,115811,0,0,0,0,0,0,0,0,0,0,0,53315,0,0,0,0,0,0,0,0,94045,0,27809,79625,958,8307,24357,0,0,0,0,1248,10065,4606624,0,0,2380891,0,0,0,0,135841,1047915,0,0,0,0,42,1221,6,3137,0,20,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,327985,0,57279,26491,0,70822,0,83334,0,0,0,0,0,0,0,0,457086,3076026,0,0,0,0,0,0,0,0,0,0,3741729,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,84281,1644.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23245,3/31/2026 0:00:00,13374,0,0,0,0,3452953,0,0,4129747,0,3452953,0,0,0,0,0,0,0,0,0,0,62025,0,0,0,0,0,0,0,0,816,0,35704,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,6344,0,0,4333,0,0,993,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,2,660,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36520,0,46,12375,0,11125,0,385,0,0,0,0,0,0,0,0,0,835902,0,0,0,0,0,0,0,0,0,0,675616,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23276,3/31/2026 0:00:00,13405,0,0,0,0,9793279,1030208,0,12923233,0,9793279,1030208,0,0,0,0,7,0,0,0,0,42025,0,0,0,0,0,0,0,0,108561,0,39902,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,52498,660,187,6125,0,1215,7710,0,0,0,0,2414,0,2513663,0,0,3520197,0,0,0,0,0,857450,0,0,0,0,149,0,5,1409,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,148463,0,24,52788,0,22357,0,145956,29243,0,0,0,0,0,0,0,0,1284599,0,0,0,0,0,0,0,0,0,0,2074805,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23279,3/31/2026 0:00:00,13408,0,0,0,0,6579352658,261406559,192462888,8512836947,0,6595242374,261406559,192462888,0,0,0,4390,0,0,0,0,122025,0,0,0,0,0,0,0,0,107136862,0,10877189,0,0,0,0,0,0,0,0,0,0,0,4038144,0,0,0,0,0,0,0,0,37286618,240568,7792612,17728641,4635997,6645681,710709,0,0,0,0,145594,953427,992641223,0,0,257343746,0,0,0,0,490628963,462061082,0,0,6000,0,71898,271077,14600,620768,17727,84093,1084404,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,51,0,0,0,0,0,411656265,118014051,0,24538897,39625782,566,5879526,0,4037000,24637,11375,0,0,0,0,0,0,51159739,242098493,0,0,0,0,0,0,0,0,3446899,-9289,712436478,837,0,234562800,0,349371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65272,1436024150,0,0,0,0,0,95500000,343000000,225000000,663500000,2074892555,0,0,250715842,1713,0,0,0,0,0,3433892,1656937,612766,0,3096455,0,0,0,0,0,0,0,0,27067445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23283,3/31/2026 0:00:00,13412,0,0,0,0,128773853,6837995,1844222,162008467,0,133579197,9614198,1946012,0,0,0,127,0,0,0,0,122024,0,0,0,0,0,0,0,0,1499012,0,563234,0,0,0,0,0,0,0,0,0,0,0,171918,0,0,0,0,0,0,0,0,1347515,9390,114136,411759,8971,76396,204889,0,0,0,0,7919,14997,12800929,0,0,1948704,0,0,0,0,855291,4063280,0,0,0,282429,1239,10903,500,17196,670,54,30594,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,2062246,0,583001,301802,0,-483738,0,300000,362,0,6180000,0,0,0,0,0,807322,14205887,0,0,0,0,0,0,0,0,0,0,15816764,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,7087133,0,0,0,0,0,0,0,0,0,21300000,0,0,2218186,1588.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23287,3/31/2026 0:00:00,13416,0,0,0,0,5571659,0,0,6474065,0,5571659,0,0,0,0,0,3,0,0,0,0,122024,0,0,0,0,0,0,0,0,78288,0,5374,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,22990,569,0,12082,0,2676,7173,0,0,0,0,259,2850,3114092,0,0,690594,0,0,0,0,0,346460,0,0,0,0,149,163,0,1467,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,83662,0,89,24677,0,10475,0,5000,0,0,0,0,0,0,0,0,134486,1245783,0,0,0,0,0,0,0,0,0,0,870659,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,27142,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23292,3/31/2026 0:00:00,13421,0,0,0,0,12985254,301482,0,16255679,0,12985254,301482,0,0,0,0,2,0,0,0,0,122025,0,0,0,0,0,0,0,0,184851,0,24338,0,0,0,0,0,0,0,0,0,0,0,5228,0,0,0,0,0,0,0,0,145340,947,0,31633,2760,14811,18944,0,0,0,0,0,3063,1093557,0,0,1327372,0,0,0,0,0,730439,0,0,0,0,154,994,1,1550,527,0,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,209189,0,94956,56022,0,29125,0,65588,2047,0,0,0,0,0,0,0,101201,3639407,0,0,0,0,0,0,0,0,0,0,2917770,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,81579,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23294,3/31/2026 0:00:00,13423,0,0,0,0,1494119,0,0,1593407,0,1494119,0,0,0,0,0,7,0,0,0,0,122025,0,0,0,0,0,0,0,0,7550,0,5528,0,0,0,0,0,0,0,0,0,0,0,1263,0,0,0,0,0,0,0,0,19759,0,10686,4327,0,518,5291,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,377664,0,0,0,0,1,0,0,301,92,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13078,0,1397,779,0,-27710,1823,0,1555,0,0,0,0,0,0,0,100,731572,0,0,0,0,0,0,0,0,0,0,84168,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23309,3/31/2026 0:00:00,13438,0,0,0,0,2066516,364405,0,5115491,0,2066516,364405,0,0,0,0,20,0,0,0,0,72025,0,0,0,0,0,0,0,0,93182,0,12038,0,0,0,0,0,0,0,0,0,0,0,21437,0,0,0,0,0,0,0,0,93714,1638,6957,14537,610,7479,39421,0,0,0,0,0,-243,933428,0,0,837972,0,0,0,0,0,1020514,0,0,0,0,8,557,0,2230,88,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,105220,0,21437,-18819,0,65721,0,3500,3723,0,1000000,0,0,0,0,0,433234,1707343,0,0,0,0,0,0,0,0,0,0,2083100,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180000,0,0,1188106,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23327,3/31/2026 0:00:00,13456,0,0,0,0,3569377,471646,0,5525244,0,3569377,471646,0,0,0,0,1,0,0,0,0,32026,0,0,0,0,0,0,0,0,78279,0,7319,0,0,0,0,0,0,0,0,0,0,0,5184,0,0,0,0,0,0,0,0,38557,0,0,20116,1765,5201,20699,0,0,0,0,1060,0,1377785,0,0,678935,0,0,0,0,0,654408,0,0,0,0,29,168,11,591,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,85598,0,5967,5302,0,3730,0,1447,0,0,0,0,0,0,0,0,12611,475323,0,0,0,0,0,0,0,0,0,0,1478600,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,72396,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23355,3/31/2026 0:00:00,13484,0,0,0,0,34710190,0,0,40341354,0,34710190,0,0,0,0,0,9,0,0,0,0,122025,0,0,0,0,0,0,0,0,107733,0,301662,0,0,0,0,0,0,0,0,0,0,0,3432,0,0,0,0,0,0,0,0,92572,0,3960,16956,0,116,24294,0,1855,0,0,1733,17538,5748773,0,0,1650508,0,0,0,0,0,171858,0,0,0,0,0,1125,0,4268,0,0,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,409395,0,6290,178130,0,81537,0,228400,0,0,0,0,0,0,0,0,133946,3697394,0,0,0,0,0,0,0,0,0,0,5604784,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,3508,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23361,3/31/2026 0:00:00,13490,0,0,0,0,15690936,242365,0,18766187,0,15690936,242365,0,0,0,0,4,0,0,0,0,32026,0,0,0,0,0,0,0,0,201032,0,65392,0,0,0,0,0,0,0,0,0,0,0,17264,0,0,0,0,0,0,0,0,56830,1634,29,20777,4929,37591,49501,0,0,0,0,0,4360,6063087,0,0,1536969,0,0,0,0,292937,937729,0,0,0,0,25,609,24,2769,775,40,4242,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,266424,0,49865,43823,0,99303,0,3597,0,0,0,0,0,0,0,0,178777,1986126,0,0,0,0,0,0,0,0,0,0,2789934,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,8595,1712.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23371,3/31/2026 0:00:00,13500,0,0,0,0,57512640,2596414,1906150,69719136,0,58260640,2596414,1906150,0,0,0,33,0,0,0,0,92025,0,0,0,0,0,0,0,0,854221,0,56289,0,0,0,0,0,0,0,0,0,0,0,72175,0,0,0,0,0,0,0,0,284431,2328,41363,171049,23985,28187,24870,0,0,0,0,2385,8655,18591908,0,0,5036017,0,0,0,0,514912,2503834,0,0,0,0,609,2553,116,5525,11,265,9081,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,910510,0,148907,292346,0,73178,0,120000,293258,0,0,0,0,0,0,0,1093519,3152561,0,0,0,0,0,0,0,0,0,0,5982515,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,10395258,0,0,0,0,0,500000,0,0,500000,6000000,0,0,1965517,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23376,3/31/2026 0:00:00,13505,0,0,0,0,10660387,14000,0,12102390,0,10660387,14000,0,0,0,0,18,0,0,0,0,92025,0,0,0,0,0,0,0,0,104427,0,51217,0,0,0,0,0,0,0,0,0,0,0,53710,0,0,0,0,0,0,0,0,82199,235,14915,49960,2650,1680,40067,0,0,0,0,0,4980,3071264,0,0,989991,0,0,0,0,29011,227972,0,0,0,6943,84,889,43,1921,0,0,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,155644,0,60653,29725,0,-7565,19791,0,11645,0,0,0,0,0,0,0,266358,1726171,0,0,0,0,0,0,0,0,0,0,1374290,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870000,0,0,158691,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23386,3/31/2026 0:00:00,13515,0,0,0,0,50210225,575949,95086,58917789,0,50210225,575949,95086,0,0,0,33,0,0,0,0,62025,0,0,0,0,0,0,0,0,675137,0,138782,0,0,0,0,0,0,0,0,0,0,0,101570,0,0,0,0,0,0,0,0,358990,8611,37406,51509,12006,22616,167470,0,728,0,0,2774,6086,14579025,0,0,1814663,0,0,0,0,3000006,2785636,0,0,-2,0,357,2913,153,5440,47,97,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,813919,0,229278,179234,0,110694,0,196018,0,0,0,0,0,0,0,0,1098398,5877040,0,0,0,0,0,0,0,0,0,0,7650442,1298,0,0,0,15550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2592,0,0,0,0,0,0,0,0,0,9657467,0,0,454253,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23394,3/31/2026 0:00:00,13523,0,0,0,0,101747658,10974163,1300735,124382267,0,101747658,10974163,1300735,0,0,0,35,0,0,0,0,92025,0,0,0,0,0,0,0,0,1040755,0,274993,0,0,0,0,0,0,0,0,0,0,0,104173,0,0,0,0,0,0,0,0,504239,2449,66062,113799,22062,44451,240519,0,0,0,0,5244,1202,4024853,0,0,9238639,0,0,0,0,1804790,4731204,0,0,0,1500,1173,4979,416,9605,0,358,16531,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1315748,0,296322,445357,0,127876,0,275199,0,0,0,0,0,0,0,0,1970304,11485387,0,0,0,0,0,0,0,0,0,0,13246204,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,336138,0,0,0,0,0,0,0,0,0,29701040,0,0,446086,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23425,3/31/2026 0:00:00,13554,0,0,0,0,30167278,2025598,154085,36138181,0,30167278,2025598,154085,0,0,0,17,0,0,0,0,122024,0,0,0,0,0,0,0,0,155285,0,163930,0,0,0,0,0,0,0,0,0,0,0,9480,0,0,0,0,0,0,0,0,119360,0,33259,17924,0,57278,35415,0,0,0,0,0,957,913800,0,0,670925,0,0,0,0,1237414,1146899,0,0,0,0,311,1105,111,3022,0,77,4626,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,319215,0,27688,90050,0,-7340,35000,0,0,0,0,0,0,0,0,0,5047,5950541,0,0,0,0,0,0,0,0,0,0,3643761,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,0,0,99937,1675.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23467,3/31/2026 0:00:00,13596,0,0,0,0,5156852,0,0,6250643,0,5156852,0,0,0,0,0,10,0,0,0,0,92025,0,0,0,0,0,0,0,0,35995,0,37731,0,0,0,0,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,23426,51,4620,9881,0,8427,1686,0,0,0,0,333,0,553169,0,0,237492,0,0,0,0,292349,677985,0,0,0,0,8,35,17,891,0,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,73726,0,2754,3976,0,15832,0,51190,0,0,0,0,0,0,0,0,51361,722822,0,0,0,0,0,0,0,0,0,0,1092952,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23494,3/31/2026 0:00:00,13623,0,0,0,0,420992209,8789620,595116,514359341,0,420992209,8789620,595116,0,0,0,48,0,0,0,0,122025,0,0,0,0,0,0,0,0,4192376,-1115,1362313,0,0,0,0,0,0,0,0,0,0,0,448685,0,0,0,0,0,0,0,0,2076159,71585,273051,1009702,89383,493269,243192,0,0,0,0,35380,50108,32457846,0,0,15649940,0,0,0,0,15334088,24508951,0,0,1434247,0,1679,16221,957,34219,126,0,53202,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,5555804,0,1218610,1460641,0,527636,0,5071652,0,0,0,0,0,0,0,0,1934598,25496967,0,0,0,0,0,0,0,0,0,0,75455141,1467,0,0,0,34828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,695684,0,0,0,0,0,0,0,30000000,30000000,85293665,0,0,5950201,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23503,3/31/2026 0:00:00,13632,0,0,0,0,26140599,1432561,0,31424334,0,26140599,1432561,0,0,0,0,2,0,0,0,0,122025,0,0,0,0,0,0,0,0,293474,0,47966,0,0,0,0,0,0,0,0,0,0,0,10350,0,0,0,0,0,0,0,0,238014,8297,9951,55290,4500,14971,3500,0,0,0,0,1506,2749,21400,0,0,8974,0,0,0,0,410809,290691,0,0,0,0,136,1403,40,1655,246,42,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,341440,0,16410,77988,0,-58916,0,0,187943,0,0,0,0,0,0,0,349147,3062613,0,0,0,0,0,0,0,0,0,0,3640956,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
