"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
12068,3/31/2026 0:00:00,5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696531,0,0,0,0,0,0,0,0,0,129846,0,0,0,0,0,0,0,111998,2193568,0,0,0,0,385039,18,0,1,5,0,0,2,0,1,0,5,0,5,5,0,2,0,13,18,109,0,0,0,2,0,0,2,285
12082,3/31/2026 0:00:00,6005,0,0,0,0,0,0,236318,0,0,0,0,0,0,0,5307275,0,0,0,0,0,0,0,0,0,530490,0,0,0,0,33583,0,0,3529134,10982017,0,0,0,0,1875707,54,16,0,0,0,0,16,1,7,13,48,16,64,3,0,14,2,6,70,267,12,13,11,3,0,0,14,6976
12143,3/31/2026 0:00:00,6039,0,0,0,0,0,0,3770013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,0,0,2011987,5971817,0,0,0,0,182285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,80,0,0,0,0,0,0,674
12152,3/31/2026 0:00:00,6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
12153,3/31/2026 0:00:00,6046,0,0,0,0,0,0,2057997,0,0,0,0,0,0,0,6773913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776548,9608458,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,133,177,0,0,0,0,0,0,47
12164,3/31/2026 0:00:00,6054,0,0,0,0,0,0,15178127,0,0,0,0,0,0,0,27969370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777346,0,0,0,48087980,0,0,0,0,3163137,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,145,1030,0,0,0,0,0,0,391
12170,3/31/2026 0:00:00,6057,0,0,0,0,0,0,295917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242923,560725,0,0,0,0,21885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,0,0,0,42
12175,3/31/2026 0:00:00,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12181,3/31/2026 0:00:00,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737123,0,0,0,0,1233406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,32,0,0,0,0,0,766
12185,3/31/2026 0:00:00,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56,0,0,0,0,0,0,21
12199,3/31/2026 0:00:00,6071,0,0,0,0,0,0,42710127,0,0,0,0,0,0,0,173285770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575622,0,0,0,227143481,0,0,0,0,5571962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,1837,28,0,0,0,0,0,576
12219,3/31/2026 0:00:00,6082,0,0,0,0,0,0,1028284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824235,0,0,0,6725397,0,0,0,0,4872878,41,0,2,0,0,0,5,0,3,0,15,0,15,24,0,7,0,26,41,233,119,11,0,0,0,0,0,126
12225,3/31/2026 0:00:00,6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12227,3/31/2026 0:00:00,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12259,3/31/2026 0:00:00,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278858,0,0,0,0,278858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12266,3/31/2026 0:00:00,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
12271,3/31/2026 0:00:00,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436714,0,0,0,0,0,0,0,0,0,21023,0,0,0,0,53234,0,0,0,2782695,0,0,0,0,1292747,3,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,3,215,11,1,0,0,0,0,0,252
12274,3/31/2026 0:00:00,6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
12289,3/31/2026 0:00:00,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12290,3/31/2026 0:00:00,6126,0,0,0,0,0,0,175014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662264,0,0,0,900458,0,0,0,0,63180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,19
12291,3/31/2026 0:00:00,6127,0,0,0,0,0,0,345754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550024,1901097,0,0,0,0,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,94
12292,3/31/2026 0:00:00,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206643,0,0,0,0,58831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,57
12305,3/31/2026 0:00:00,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884233,0,0,0,0,1635571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,431
12310,3/31/2026 0:00:00,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,65
12319,3/31/2026 0:00:00,6148,0,0,0,0,0,0,3529927,0,0,0,0,0,0,0,3762253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8712046,0,0,0,0,1419866,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,115,297,0,0,0,0,0,0,114
12330,3/31/2026 0:00:00,6153,0,0,0,0,0,0,10276389,0,0,0,0,0,0,0,1035435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119786,0,0,1940390,13372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,379,0,0,0,0,0,0,296
12333,3/31/2026 0:00:00,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,0,0,0,0,0,0,32
12334,3/31/2026 0:00:00,6157,0,0,0,0,0,0,12400654,0,0,0,0,0,0,0,8520219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213530,0,0,0,21134403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,411,0,0,0,0,0,0,54
12351,3/31/2026 0:00:00,6166,0,0,0,0,0,0,19048,0,0,0,0,0,0,0,1889142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26550,0,0,0,2085925,0,0,0,0,151185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,0,0,0,0,0,0,13
12356,3/31/2026 0:00:00,6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12361,3/31/2026 0:00:00,6171,0,0,0,0,0,0,6323868,0,0,0,0,0,0,0,31606987,0,0,0,0,0,0,0,0,0,2440630,0,0,0,0,60482,0,0,0,47105772,0,0,0,0,9114435,19,30,0,5,0,0,5,5,4,18,10,30,40,4,0,1,7,9,49,699,383,0,0,0,0,0,0,296
12365,3/31/2026 0:00:00,6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
12383,3/31/2026 0:00:00,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627683,0,0,0,0,175286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12425,3/31/2026 0:00:00,6204,0,0,0,0,0,0,31789180,0,0,0,0,0,0,0,57942222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033987,0,0,0,104503139,0,0,0,0,11737750,8,55,0,0,0,0,1,1,6,23,8,55,93,0,0,1,31,0,63,481,1476,0,0,0,0,0,0,3553
12438,3/31/2026 0:00:00,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7876690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345855,10111839,0,0,0,0,889294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,71,0,0,0,0,0,0,97
12440,3/31/2026 0:00:00,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12443,3/31/2026 0:00:00,6215,0,0,0,0,0,0,37838175,0,0,0,0,0,0,0,38387541,0,0,0,0,0,0,0,0,0,1826362,0,0,0,0,1602365,0,0,1397366,85605131,0,0,0,0,6379684,160,42,6,28,0,0,48,38,34,4,103,42,145,23,0,17,0,57,202,652,1436,2,4,0,0,0,4,814
12458,3/31/2026 0:00:00,6225,0,0,0,0,0,0,31499360,0,0,0,0,0,0,0,68007771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000,102642864,0,0,0,0,3009733,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,501,957,0,0,0,0,0,0,423
12470,3/31/2026 0:00:00,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010614,0,0,0,0,1282142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,172
12472,3/31/2026 0:00:00,6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93600,0,0,0,483988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
12473,3/31/2026 0:00:00,6237,0,0,0,0,0,0,828917,0,0,0,0,0,0,0,7042744,0,0,0,0,0,0,0,0,0,3403117,0,0,0,0,593268,0,0,668325,17826636,0,0,0,0,8693382,61,1,0,0,0,0,23,0,8,1,41,1,43,20,0,6,0,13,62,964,187,0,0,0,0,0,0,747
12478,3/31/2026 0:00:00,6240,0,0,0,0,0,0,554339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14226,568565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,290
12505,3/31/2026 0:00:00,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,3/31/2026 0:00:00,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
12543,3/31/2026 0:00:00,6268,0,0,0,0,0,0,35052346,0,0,0,0,0,0,0,8252156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927067,0,0,0,44513708,0,0,0,0,282139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,397,0,0,0,0,0,0,16
12546,3/31/2026 0:00:00,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12570,3/31/2026 0:00:00,6281,0,0,0,0,0,0,534263,0,0,0,0,0,0,0,4714609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396667,5683807,0,0,0,0,38268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,28,5,0,0,0,0,0,83
12601,3/31/2026 0:00:00,6300,0,0,0,0,0,0,118532,0,0,0,0,0,0,0,961274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079867,4159673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,25,0,0,0,0,0,0,279
12604,3/31/2026 0:00:00,6302,0,0,0,0,0,0,5711130,0,0,0,0,0,0,0,4563320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115036,0,0,529024,12506564,0,0,0,0,1588054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,316,0,0,0,0,0,0,85
12608,3/31/2026 0:00:00,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
12613,3/31/2026 0:00:00,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12616,3/31/2026 0:00:00,6312,0,0,0,0,0,0,1708760,0,0,0,0,0,0,0,2030802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4717679,0,0,0,0,978117,0,71,0,0,0,0,0,14,0,9,0,54,54,0,17,0,28,17,71,196,67,47,0,0,3,0,3,357
12619,3/31/2026 0:00:00,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12624,3/31/2026 0:00:00,6319,0,0,0,0,0,0,2018069,0,0,0,0,0,0,0,1923537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57095,0,0,0,3998701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,82,0,0,0,0,0,0,46
12643,3/31/2026 0:00:00,6329,0,0,0,0,0,0,2280835,0,0,0,0,0,0,0,3397999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776730,0,0,1627105,11541174,0,0,0,0,2458505,5,1,0,0,0,0,0,0,3,1,3,1,4,2,0,0,0,2,6,377,41,0,0,0,0,0,0,170
12648,3/31/2026 0:00:00,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57883,0,0,0,0,57883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,30
12654,3/31/2026 0:00:00,6337,0,0,0,0,0,0,2360524,0,0,0,0,0,0,0,1641210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4816116,0,0,0,0,814382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,116,0,0,0,0,0,0,49
12666,3/31/2026 0:00:00,6344,0,0,0,0,0,0,5135709,0,0,0,0,0,0,0,1725774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50498,0,0,0,7196846,0,0,0,0,284865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,124,0,0,0,0,0,0,18
12671,3/31/2026 0:00:00,6348,0,0,0,0,0,0,1059000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31700,0,0,0,1095232,0,0,0,0,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,0,0,0,0,0,0,38
12673,3/31/2026 0:00:00,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
12679,3/31/2026 0:00:00,6354,0,0,0,0,0,0,6424076,0,0,0,0,0,0,0,18432262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30771537,0,0,0,0,5915199,8,18,0,0,0,0,8,3,0,11,8,18,28,0,0,0,4,0,26,277,854,0,0,0,0,0,0,20
12686,3/31/2026 0:00:00,6358,0,0,0,0,0,0,1135198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135198,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,53,3,0,0,0,0,0,0,89
12697,3/31/2026 0:00:00,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22138544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79089,0,0,490432,35417827,0,0,0,0,12709762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,2,52,0,0,0,0,0,1568
12729,3/31/2026 0:00:00,6377,0,0,0,0,0,0,10121864,0,0,0,0,0,0,0,10232272,0,0,0,0,0,0,0,0,0,1524388,0,0,0,0,2037922,0,0,36812,36461232,0,0,0,0,14032362,87,10,0,7,0,0,21,2,20,5,62,10,72,18,0,20,2,25,97,560,356,3,0,0,1,0,1,154
12735,3/31/2026 0:00:00,6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
12745,3/31/2026 0:00:00,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,22,24,31,0,0,0,0,0,0,72
12748,3/31/2026 0:00:00,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,3/31/2026 0:00:00,6395,0,0,0,0,0,0,1349033,0,0,0,0,0,0,0,3777700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30821,0,0,0,5221194,0,0,0,0,63640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,124,0,0,0,0,0,0,101
12765,3/31/2026 0:00:00,6401,0,0,0,0,0,0,93110241,0,0,0,0,0,0,0,108116566,0,0,0,0,0,0,0,0,0,16943530,0,0,0,0,9194105,0,0,321418,235679505,0,0,0,0,24937175,448,54,0,4,0,0,143,11,104,25,376,54,430,68,0,121,16,72,502,5516,3633,2,1,0,0,0,1,4486
12771,3/31/2026 0:00:00,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
12794,3/31/2026 0:00:00,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
12805,3/31/2026 0:00:00,6421,0,0,0,0,0,0,21116645,0,0,0,0,0,0,0,40579079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871300,0,0,0,73602067,0,0,0,0,8035043,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,182,757,0,0,0,0,0,0,466
12808,3/31/2026 0:00:00,6423,0,0,0,0,0,0,1620091,0,0,0,0,0,0,0,7337399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10431209,0,0,0,0,1473719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,162,38,0,0,0,0,0,551
12813,3/31/2026 0:00:00,6427,0,0,0,0,0,0,12191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511026,1062561,0,0,0,0,539344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0,0,0,0,0,252
12814,3/31/2026 0:00:00,6428,0,0,0,0,0,0,9977188,0,0,0,0,0,0,0,36551837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673185,48202210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,25,162,0,0,0,0,0,59
12826,3/31/2026 0:00:00,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
12837,3/31/2026 0:00:00,6446,0,0,0,0,0,0,25128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6204,0,0,226384,257716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,11
12847,3/31/2026 0:00:00,6453,0,0,0,0,0,0,1600656,0,0,0,0,0,0,0,1021923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,0,0,883848,3862705,0,0,0,0,352712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,25
12852,3/31/2026 0:00:00,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,12,0,0,0,0,0,0,139
12858,3/31/2026 0:00:00,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156787,0,0,1482543,11065231,0,0,0,0,1663969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,555,0,0,0,0,0,0,318
12859,3/31/2026 0:00:00,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
12873,3/31/2026 0:00:00,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152166,152166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,34
12877,3/31/2026 0:00:00,6471,0,0,0,0,0,0,1311980,0,0,0,0,0,0,0,3128092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82636,0,0,2569572,8244264,0,0,0,0,1151984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,46,0,0,0,0,0,0,86
12890,3/31/2026 0:00:00,6478,0,0,0,0,0,0,4433801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614785,0,0,0,0,0,0,0,1881352,6354127,0,0,0,0,38974,76,0,0,0,0,0,0,0,33,0,51,0,55,13,0,1,0,20,76,625,165,0,15,12,0,0,27,244
