"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
11293,3/31/2026 0:00:00,5548,0,0,0,0,0,0,14823246,0,0,0,0,0,0,0,14021628,0,0,0,0,0,0,0,0,0,2119516,0,0,0,0,0,0,0,166090,30675747,0,0,0,0,1664783,178,7,0,0,0,0,44,3,52,0,132,7,139,46,0,33,4,48,185,300,697,0,1,0,0,0,1,850
11300,3/31/2026 0:00:00,5551,0,0,0,0,0,0,28442905,0,0,0,0,0,0,0,51462057,0,0,0,0,0,0,0,0,0,8691810,0,0,0,0,2623192,0,0,853857,94814299,0,0,0,0,11432288,325,4,17,95,0,0,41,1,106,0,163,1,164,50,3,15,0,165,329,1418,1204,2,0,0,0,0,0,2999
11304,3/31/2026 0:00:00,5554,0,0,0,0,0,0,1633246,0,0,0,0,0,0,0,5053667,0,0,0,0,0,0,0,0,0,95547,0,0,0,0,0,0,0,2644493,12484655,0,0,0,0,3153249,76,2,4,1,0,0,27,2,4,0,38,2,40,33,0,7,0,38,78,537,87,3,0,0,0,0,0,46
11307,3/31/2026 0:00:00,5555,0,0,0,0,0,0,284810809,0,0,0,0,0,0,0,700028019,0,0,0,0,0,0,0,0,0,17707666,0,0,0,0,96893372,0,0,0,1203679429,0,0,0,0,121947229,337,84,16,0,0,0,54,0,159,0,220,0,220,101,84,7,0,201,421,2930,7917,0,0,0,0,0,0,7285
11316,3/31/2026 0:00:00,5562,0,0,0,0,0,0,30536623,0,0,0,0,0,0,0,39376757,0,0,0,0,0,0,0,0,0,7408576,0,0,0,0,3977610,0,0,59028,73950018,0,0,0,0,0,215,6,0,8,0,0,22,0,91,5,197,6,202,10,0,84,1,18,221,788,1799,29,0,0,0,0,0,98
11323,3/31/2026 0:00:00,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
11331,3/31/2026 0:00:00,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11340,3/31/2026 0:00:00,5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11347,3/31/2026 0:00:00,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11353,3/31/2026 0:00:00,5585,0,0,0,0,0,0,198615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424506,0,0,0,623121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,183
11364,3/31/2026 0:00:00,5593,0,0,0,0,0,0,9205,0,0,0,0,0,0,0,58273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11744,0,0,0,361948,0,0,0,0,282726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,70
11374,3/31/2026 0:00:00,5596,0,0,0,0,0,0,686270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,14,0,0,0,0,0,0,52
11377,3/31/2026 0:00:00,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,17996,0,0,0,0,17214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
11380,3/31/2026 0:00:00,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11391,3/31/2026 0:00:00,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,0,0,0,1275140,0,0,0,0,297400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,29
11400,3/31/2026 0:00:00,5609,0,0,0,0,0,0,3103455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180522,0,0,0,0,77067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,117,0,0,0,0,0,0,53
11402,3/31/2026 0:00:00,5611,0,0,0,0,0,0,4955382,0,0,0,0,0,0,0,2744265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374918,0,0,0,0,675271,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,33,211,0,0,0,0,0,0,852
11409,3/31/2026 0:00:00,5617,0,0,0,0,0,0,476240,0,0,0,0,0,0,0,1012635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32012,0,0,0,1520887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,54
11445,3/31/2026 0:00:00,5636,0,0,0,0,0,0,1763510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495165,0,0,0,0,731655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,2,0,0,0,0,0,131
11452,3/31/2026 0:00:00,5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18284328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165033,0,0,2500,20855526,0,0,0,0,403665,8,0,1,0,0,0,1,0,0,0,1,0,1,6,0,0,0,8,8,558,346,1028,0,0,0,0,0,1015
11458,3/31/2026 0:00:00,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
11459,3/31/2026 0:00:00,5649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147616,147616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
11470,3/31/2026 0:00:00,5659,0,0,0,0,0,0,5858279,0,0,0,0,0,0,0,705040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,6809375,0,0,0,0,240056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,302,0,0,0,0,0,0,33
11520,3/31/2026 0:00:00,5685,0,0,0,0,0,0,13019908,0,0,0,0,0,0,0,9345101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120487,0,0,2532,28505980,0,0,0,0,4017952,15,1,0,0,0,0,7,0,1,0,15,1,16,0,0,7,1,0,16,341,335,0,0,0,0,0,0,172
11526,3/31/2026 0:00:00,5689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608070,0,0,0,0,0,0,0,0,0,2362557,0,0,0,0,0,0,0,0,2734044,0,0,0,0,125974,172,3,0,0,0,0,6,2,0,0,21,3,24,30,0,1,0,151,175,100,14,2,14,121,0,0,135,297
11533,3/31/2026 0:00:00,5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66700,443741,0,0,0,0,377041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,137
11548,3/31/2026 0:00:00,5701,0,0,0,0,0,0,5839515,0,0,0,0,0,0,0,3996426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909629,0,0,0,12241567,0,0,0,0,1495997,0,3,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,3,48,207,0,0,0,0,0,0,1124
11550,3/31/2026 0:00:00,5703,0,0,0,0,0,0,934465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19367,0,0,0,953832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,10
11554,3/31/2026 0:00:00,5706,0,0,0,0,0,0,47247301,0,0,0,0,0,0,0,76213179,0,0,0,0,0,0,0,0,0,6904268,0,0,0,0,0,0,0,4186223,132295845,0,0,0,0,4649142,18,30,0,0,0,0,5,6,8,17,17,28,45,1,2,2,3,3,48,1315,1289,0,0,0,0,0,0,440
11567,3/31/2026 0:00:00,5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11576,3/31/2026 0:00:00,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160409,1805051,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,104
11604,3/31/2026 0:00:00,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
11640,3/31/2026 0:00:00,5748,0,0,0,0,0,0,160040,0,0,0,0,0,0,0,1924042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27143,0,0,2232842,4711167,0,0,0,0,367100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,0,0,0,0,0,0,26
11652,3/31/2026 0:00:00,5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20724,0,0,0,140605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,42
11658,3/31/2026 0:00:00,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11663,3/31/2026 0:00:00,5762,0,0,0,0,0,0,12956525,0,0,0,0,0,0,0,1918601,0,0,0,0,0,0,0,0,0,50932,0,0,0,0,273036,0,0,0,16565713,0,0,0,0,1417551,17,0,0,2,0,0,1,0,0,0,1,0,1,14,0,0,0,16,17,103,402,0,0,0,0,0,0,249
11670,3/31/2026 0:00:00,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493350,0,0,0,0,125083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
11674,3/31/2026 0:00:00,5768,0,0,0,0,0,0,12264299,0,0,0,0,0,0,0,31561330,0,0,0,0,0,0,0,0,0,134377,0,0,0,0,397840,0,0,459363,61652203,0,0,0,0,16969371,53,104,0,0,0,0,16,13,6,9,37,75,112,16,26,13,30,45,157,812,935,4,2,0,23,3,28,923
11678,3/31/2026 0:00:00,5772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142260,0,0,0,0,142260,1,3,0,0,0,0,1,1,0,2,1,3,4,0,0,0,0,0,4,356,0,0,0,0,0,0,0,595
11680,3/31/2026 0:00:00,5773,0,0,0,0,0,0,1665354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296456,0,0,0,4449133,0,0,0,0,1487323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,0,0,0,0,0,0,34
11685,3/31/2026 0:00:00,5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,4,0,0,0,0,0,0,728
11689,3/31/2026 0:00:00,5779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515149,0,0,0,0,775188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,4,0,0,0,0,0,78
11718,3/31/2026 0:00:00,5793,0,0,0,0,0,0,1780203,0,0,0,0,0,0,0,3794696,0,0,0,0,0,0,0,0,0,1478563,0,0,0,0,649599,0,0,0,6224498,0,0,0,0,0,39,0,0,0,0,0,16,0,0,0,17,0,17,20,0,0,0,51,39,104,60,0,0,2,0,0,2,290
11721,3/31/2026 0:00:00,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,49
11723,3/31/2026 0:00:00,5796,0,0,0,0,0,0,97883087,0,0,0,0,0,0,0,36846188,0,0,0,0,0,0,0,0,0,1610004,0,0,0,0,149120,0,0,1417838,145175058,0,0,0,0,8878825,174,12,0,4,0,0,26,0,40,7,155,12,167,15,0,87,5,19,186,2085,2302,0,0,0,0,0,0,694
11744,3/31/2026 0:00:00,5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
11746,3/31/2026 0:00:00,5805,0,0,0,0,0,0,596206,0,0,0,0,0,0,0,7462484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208573,0,0,0,12065709,0,0,0,0,3798446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,157,0,0,0,0,0,0,80
11779,3/31/2026 0:00:00,5821,0,0,0,0,0,0,131270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156,0,0,0,137426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,32
11780,3/31/2026 0:00:00,5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23267825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7509858,0,0,0,35680489,0,0,0,0,4902806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,55,0,0,0,0,0,0,324
11782,3/31/2026 0:00:00,5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291693,0,0,0,0,38073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,88
11783,3/31/2026 0:00:00,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,3/31/2026 0:00:00,5826,0,0,0,0,0,0,627456,0,0,0,0,0,0,0,473907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,85,0,0,0,0,0,0,354
11793,3/31/2026 0:00:00,5832,0,0,0,0,0,0,22475156,0,0,0,0,0,0,0,34596227,0,0,0,0,0,0,0,0,0,3704473,0,0,0,0,7234760,0,0,0,80251143,0,0,0,0,15945000,187,0,3,15,0,0,40,0,46,0,101,0,101,68,0,14,0,86,187,452,1393,3,0,0,0,0,0,581
11824,3/31/2026 0:00:00,5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
11836,3/31/2026 0:00:00,5857,0,0,0,0,0,0,17453092,0,0,0,0,0,0,0,31834804,0,0,0,0,0,0,0,0,0,772621,0,0,0,0,239087,0,0,2412955,62472779,0,0,0,0,10532841,182,213,6,13,0,0,8,69,70,103,101,213,314,62,0,20,23,81,395,2581,643,0,0,0,0,0,0,2785
11867,3/31/2026 0:00:00,5877,0,0,0,0,0,0,184454,0,0,0,0,0,0,0,2330318,0,0,0,0,0,0,0,0,0,548483,0,0,0,0,0,0,0,0,2559164,0,0,0,0,44392,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,76,15,0,0,0,0,0,0,187
11870,3/31/2026 0:00:00,5879,0,0,0,0,0,0,36393210,0,0,0,0,0,0,0,29426968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780515,0,0,1463040,68063733,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,11,11,0,0,0,0,0,11,126,789,0,0,0,10,0,10,13
11872,3/31/2026 0:00:00,5880,0,0,0,0,0,0,44770211,0,0,0,0,0,0,0,16444594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328600,0,0,22496,61565901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,180,0,0,0,0,0,0,23
11891,3/31/2026 0:00:00,5892,0,0,0,0,0,0,1353151,0,0,0,0,0,0,0,5568439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8114043,0,0,0,0,1192453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,142,0,0,0,0,0,0,156
11900,3/31/2026 0:00:00,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11902,3/31/2026 0:00:00,5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465327,0,0,0,0,503909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
11905,3/31/2026 0:00:00,5900,0,0,0,0,0,0,2507473,0,0,0,0,0,0,0,5686929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206075,0,0,0,9043327,0,0,0,0,642850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,129,0,0,0,0,0,0,99
11913,3/31/2026 0:00:00,5906,0,0,0,0,0,0,2599190,0,0,0,0,0,0,0,2259538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355418,0,0,0,0,2496690,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,31,22,222,0,0,0,0,0,0,251
11927,3/31/2026 0:00:00,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819203,6743435,0,0,0,0,933347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3,1,0,0,0,0,0,156
11942,3/31/2026 0:00:00,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286888,0,0,0,0,1009019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
11943,3/31/2026 0:00:00,5922,0,0,0,0,0,0,308731,0,0,0,0,0,0,0,864095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,0,0,0,1546936,0,0,0,0,370905,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,21,27,0,0,0,0,0,0,11
11944,3/31/2026 0:00:00,5923,0,0,0,0,0,0,16532055,0,0,0,0,0,0,0,3855336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427822,0,0,0,21042988,0,0,0,0,227775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,203,0,0,0,0,0,0,23
11949,3/31/2026 0:00:00,5926,0,0,0,0,0,0,511235,0,0,0,0,0,0,0,2627787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49295,3188317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,65
11950,3/31/2026 0:00:00,5927,0,0,0,0,0,0,75906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,112
11962,3/31/2026 0:00:00,5934,0,0,0,0,0,0,2335022,0,0,0,0,0,0,0,5741001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8076023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,264,0,0,0,0,0,0,273
11972,3/31/2026 0:00:00,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787161,0,0,0,0,172284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,3
11975,3/31/2026 0:00:00,5940,0,0,0,0,0,0,707202,0,0,0,0,0,0,0,1099529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63971,0,0,448819,2319521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,41
11979,3/31/2026 0:00:00,5943,0,0,0,0,0,0,18856523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10492259,0,0,0,0,525697,0,0,2738703,28792567,0,0,0,0,6671644,571,30,0,3,0,0,339,9,42,15,409,30,439,159,0,20,0,162,601,2481,645,52,5,0,0,0,5,1334
11986,3/31/2026 0:00:00,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
11992,3/31/2026 0:00:00,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
11995,3/31/2026 0:00:00,5953,0,0,0,0,0,0,579464,0,0,0,0,0,0,0,691971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658718,0,0,0,0,387283,7,0,1,0,0,0,6,0,0,0,6,0,6,0,0,0,0,1,7,24,0,1,0,0,0,0,0,23
11996,3/31/2026 0:00:00,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
12000,3/31/2026 0:00:00,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187668,0,0,0,1172385,0,0,0,0,119770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
12004,3/31/2026 0:00:00,5959,0,0,0,0,0,0,2078681,0,0,0,0,0,0,0,942269,0,0,0,0,0,0,0,0,0,663318,0,0,0,0,447413,0,0,2683618,7009680,0,0,0,0,857699,29,0,0,0,0,0,10,0,4,0,24,0,24,5,0,8,0,5,29,98,116,2,0,0,0,0,0,17
12012,3/31/2026 0:00:00,5961,0,0,0,0,0,0,1763931,0,0,0,0,0,0,0,6083203,0,0,0,0,0,0,0,0,0,12359817,0,0,0,0,113035,0,0,2084857,10045026,0,0,0,0,0,608,0,0,0,0,0,91,0,46,0,401,0,401,95,0,15,0,207,608,334,114,10,249,112,0,0,361,383
12028,3/31/2026 0:00:00,5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
12029,3/31/2026 0:00:00,5974,0,0,0,0,0,0,2963704,0,0,0,0,0,0,0,2294207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273209,0,0,0,5603430,0,0,0,0,72310,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,47,130,0,0,0,0,0,0,24
12033,3/31/2026 0:00:00,5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,50
12067,3/31/2026 0:00:00,5997,0,0,0,0,0,0,117151453,0,0,0,0,0,0,0,100110422,0,0,0,0,0,0,0,0,0,908241,0,0,0,0,0,0,0,1209024,254769289,0,0,0,0,36298390,56,7,0,8,0,0,1,0,14,2,17,7,24,31,0,1,5,39,63,1246,1440,0,0,0,0,0,0,1362
