"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
63805,3/31/2026 0:00:00,18033,Subm,2238181,0,109495118,134030063,4938215,6452115,0,74983,163886,0,3429629,34909438,153107153,118037,66370,43211,44876,0,0,0,1754,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,48783,0,0,61045,25529,36974,0,0,62503,23,0,76652,0,920691,9017,73766,160214,125798,368795,19,2280890,5740,215459,296077,0,517276,7,347972,113517,123993,0,44298,281808,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283969,0,0,0,0,0,0,832644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279238,110702,0,1505213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,66324274,2391,320325788,459,164001310,438,9372139,834435,8330016,0,0,74805990,12951343,20146076,0,33097419,0,0,0,0
63828,3/31/2026 0:00:00,18056,Subm,11641000,0,91934643,23289501,212000,212000,0,0,83772,0,0,7698525,41445282,117241,36912,20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7998,138450,36991,27351,0,0,64342,26,0,183193,0,14003,0,2431,0,0,2431,1,1291741,111892,88058,343807,0,543757,6,535595,0,0,0,141726,141726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522540,1522540,1,0,0,0,0,0,0,0,54475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340074,10322,0,1530335,1522540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3709931,0,0,0,0,0,0,0,0,0,4,101603
63829,3/31/2026 0:00:00,18057,Subm,0,0,93675678,23890262,848300,1088300,0,0,75700,0,0,51004440,144236253,130280,30326,5159,7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81669,0,0,29108,60681,41929,0,0,102610,17,57472,439641,0,10315,3152,8730,44865,1100,57847,9,2594950,579788,205118,1451537,623262,2859705,11,259690,163963,266973,228010,0,658946,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386366,15220,0,3921309,0,0,0,0,0,0,0,0,0,0,0,0,2829660,4283,0,0,0,0,23421,552054501,0,0,0,0,449,1947271,0,15531160,0,0,330516691,24631553,37077967,0,61709520,0,0,0,0
63830,3/31/2026 0:00:00,18058,Subm,2123989,0,2821628,0,0,36800,0,0,15018,0,0,24554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,300,0,0,300,2,0,13722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13722,0,0,35176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49955,0,0,0,0,0,0,0,0,0,0,0
63832,3/31/2026 0:00:00,18060,Subm,250000,0,163371736,160664174,8083600,8739850,0,0,575754,0,0,27922720,61704237,114035,8068,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74912,3369,14682,2411,12962,33424,12,779017,1185846,0,42907,15804,7283,542,0,23629,5,2301361,0,0,1219154,344097,1563251,3,1600807,468758,658367,479038,0,1606163,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452794,286557,0,4459950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21776,452264265,193,179633097,0,0,0,0,0,16528726,-375,0,211701102,86068,252023888,0,252109956,0,0,4,38939
63834,3/31/2026 0:00:00,18062,Subm,1497000,0,16152634,15115727,0,1300000,0,50343,28950,0,0,7763554,0,58857,24739,5511,3637,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11010,0,0,68337,35857,28370,0,0,64227,31,0,230009,0,47963,35297,8291,35381,0,78969,3,145810,0,0,0,0,0,0,104539,109578,0,0,0,109578,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421751,15394,0,247630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,6141593,0,0,0,0,94,1583881,0,934130,0,0,0,0,0,0,0,0,0,0,0
63844,3/31/2026 0:00:00,18072,Subm,0,0,9138129,9812089,16250,145450,0,0,0,0,0,312163,0,4791,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4306,0,0,27223,2762,16941,3716,0,23419,10,44802,103266,0,0,16621,17032,0,0,33653,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171757,1591,0,211637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20311,540942,0,0,0,0,0,0,0,584262,0,0,0,0,0,0,0,0,0,0,0
63851,3/31/2026 0:00:00,18079,WISE,3505000,486400,4292088,0,0,0,0,0,0,0,0,45629,0,0,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64867,0,0,0,0,0,0,0,0,0,0,0
63859,3/31/2026 0:00:00,18087,Subm,0,0,8907217,1313959,431800,529936,0,0,0,0,621501,4054386,8150802,56699,6272,43476,6180,165130,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73316,15681,101381,46672,6611,170345,26,0,27915,0,376252,141201,50351,128687,0,320239,16,1881750,735073,1056603,612114,1112199,3515989,32,18896,0,0,0,150521,150521,2,0,0,0,0,0,0,0,0,82286,0,0,0,82286,1,0,0,194974,0,0,194974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002156,0,0,3486057,194974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52579,1830604,0,0,0,0,0,0,0,0,0,0,0
63868,3/31/2026 0:00:00,18096,Subm,1998000,0,3402654,0,2500,45144,0,0,0,0,0,21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74118,0,0,0,0,0,0,0,0,0,0,0
63891,3/31/2026 0:00:00,18119,Subm,700000,0,913280,0,0,15000,0,0,0,0,0,6610,0,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,0,0,0,2428,1,0,19226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,503432,0,0,0,0,0,0,17,71512,0,0,0,0,0,0,0,0,0,0,0
63899,3/31/2026 0:00:00,18127,Subm,6400000,0,7686203,0,0,25929,0,0,0,0,0,89518,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,0,7633,1739,0,9372,3,0,31235,0,0,0,0,3820,0,3820,1,465007,192088,9522,0,0,201610,5,76698,68695,0,0,0,68695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292018,0,0,99043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214152,0,0,0,0,0,0,0,0,0,0,0
63903,3/31/2026 0:00:00,18131,Subm,2044000,0,2470593,0,0,482,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74950,0,10031,6386,0,16417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22481,0,0,0,0,0,0,0,0,0,0,0
63923,3/31/2026 0:00:00,18151,Subm,0,0,22696705,30415649,132700,338680,0,0,223709,0,0,8716522,23830622,76187,30311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,2029,115401,0,0,135085,42229,57173,27108,0,126510,31,26671,216875,0,136419,115730,125858,43836,39273,324697,19,255419,0,0,50824,101123,151947,2,161925,180903,32492,96953,112995,423343,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697809,36689,0,1238411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,31337129,0,0,0,0,383,4814184,0,2734634,0,0,0,0,0,0,0,0,0,0,0
63932,3/31/2026 0:00:00,18160,Subm,0,0,48061581,23291279,6753018,8753018,0,184001,0,0,0,48837179,89429128,107861,34374,0,211,497,0,48508,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,0,0,47152,27519,108846,0,0,67344,100885,67404,4412,0,172701,27,86633,549119,0,106106,80040,12597,12424,0,105061,3,2210351,85372,38948,180706,136932,441958,11,533317,25713,0,0,16635,42348,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959163,132718,0,0,216757,349475,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6348639,0,0,0,36911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206237,24172,91547,2196720,216757,36911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111995,342255082,0,0,0,0,22,240192,0,9805044,0,0,86485317,9139183,25844926,0,34984109,0,0,145,549821
63940,3/31/2026 0:00:00,18168,Subm,0,0,4983991,13747181,401300,651300,0,0,0,0,0,333046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46538,0,0,13709,3423,819,27334,0,31576,4,28308,5484,0,0,0,0,0,0,0,0,346190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83753,0,0,27334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389774,0,0,0,0,0,0,0,0,0,0,0
63943,3/31/2026 0:00:00,18171,Subm,24301000,0,39370909,4198615,0,144996,0,0,0,0,0,233571,0,0,0,121,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343,3774,6040,20157,5,0,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5370,149,0,9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447998,0,0,0,0,0,0,0,0,0,0,0
63958,3/31/2026 0:00:00,18186,Subm,0,0,119993549,297598242,6888000,6888000,0,0,439166,0,0,12511708,0,179506,31301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170744,0,0,139497,66441,163506,0,0,229947,29,0,80923,0,0,0,0,0,0,0,0,1635085,0,0,0,0,0,0,423114,148363,0,52330,0,200693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466471,0,0,1126968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9366,201748382,0,0,0,0,0,0,0,10792410,0,0,0,0,135610302,118167432,253777734,0,0,2,38402
63965,3/31/2026 0:00:00,18193,Subm,7942000,0,12741467,6315000,951147,983825,0,0,0,0,0,229176,329017,14882,3631,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186,712,0,0,0,712,1,706,83956,0,0,2160,0,0,0,2160,1,97011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87534,1892,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46734,2074114,0,0,0,0,0,0,0,491085,0,0,0,0,0,0,0,0,0,0,0
63971,3/31/2026 0:00:00,18199,Subm,250000,0,21381223,3581303,158909,340760,0,0,42915,0,0,1802664,0,35750,69568,0,0,0,0,0,75857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15498,0,0,11801,5853,6046,0,0,11899,4,0,16301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318499,28762,13217,133287,191065,366331,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66414,366331,0,582368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,10733010,0,0,0,0,0,0,0,1087753,0,0,0,0,0,0,0,0,0,0,0
63977,3/31/2026 0:00:00,18205,Subm,9194000,0,11180296,0,0,52400,0,0,0,0,0,1990668,669187,650,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,0,0,0,0,0,0,1075,2075,0,9290,10045,0,0,0,10045,1,0,0,0,0,0,0,0,119542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13195,4368,0,5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124984,3269294,9,625382,2,669187,19,119787,0,461693,0,0,0,0,0,0,0,0,0,0,0
63988,3/31/2026 0:00:00,18216,WISE,1443000,0,2104993,2673000,0,7500,0,0,0,0,0,32588,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4751,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37211,0,37211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75370,0,0,0,0,0,0,0,0,0,0,0
64029,3/31/2026 0:00:00,18257,WISE,750000,0,17118328,2084578,780900,1226215,0,0,70245,0,0,4124103,11809910,35327,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34121,0,638,63459,9732,39949,0,0,49681,21,45468,128469,0,263948,0,2,0,0,2,2,1004669,0,0,0,0,0,0,347475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24937,0,0,0,24937,1,243365,638,0,307491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,17608382,4,291660,0,0,0,0,0,2028332,0,0,0,0,0,0,0,0,0,0,0
64030,3/31/2026 0:00:00,18258,Subm,3088000,0,16207240,25572558,1012300,1012300,0,0,0,0,0,1216423,2024431,20211,8524,75232,36093,95579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19838,0,0,50750,31705,1506,0,0,33211,9,35049,573900,0,96155,68591,41962,0,0,110553,9,472526,281571,219143,0,66813,567527,7,28048,0,43598,0,0,43598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,6763543,0,0,0,0,160,1497857,0,1301677,0,0,0,0,0,0,0,0,0,0,0
64034,3/31/2026 0:00:00,18262,Subm,0,0,4706992,0,0,120579,0,0,0,0,0,120965,0,31958,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30443,2330,7926,0,0,10256,3,7718,0,0,0,0,115,378,0,493,2,0,0,0,2731,0,2731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10048,0,0,94780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130452,0,0,0,0,0,0,0,0,0,0,0
64036,3/31/2026 0:00:00,18264,Subm,9250175,0,16302435,23763902,74300,579900,0,44636,89800,0,0,2635671,0,34959,4997,0,0,0,0,0,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,18981,9815,28457,0,0,38272,9,7483,129015,0,5846,29348,0,0,0,29348,2,218419,14819,0,0,0,14819,1,46835,0,146842,0,0,146842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193468,13977,0,245856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,36772792,54,3625523,20,4212170,0,0,0,1251545,0,0,0,0,0,0,0,0,0,0,0
64037,3/31/2026 0:00:00,18265,Subm,38709000,0,50679213,23923219,141900,664872,0,0,0,0,0,4729663,0,79569,10547,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,0,0,34539,30181,18530,0,0,48711,10,0,148455,0,44862,33360,114060,4460,0,151880,24,141553,314184,0,75251,0,389435,6,62081,0,37251,107980,0,145231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528694,400014,0,680744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,11407497,0,0,0,0,320,2694798,22882,1437962,0,0,0,0,0,0,0,0,0,0,0
