"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
9082,3/31/2026 0:00:00,4281,0,0,0,0,1,0,24844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793892,2900000,750000,250000,0,5693892,0,0,0,0,0,0,0,0,0,0,0,0,0,4358660,0,0,0,0,0,0,0,0,01/01/2023,0,7171834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,3/31/2026 0:00:00,4286,0,3677820,4325683,0,1,0,4622659,0,0,0,0,0,0,0,0,0,0,0,0,44033140,20947832,43579400,41282813,0,149843185,0,0,0,0,0,0,0,-7670062,0,563037,0,0,0,563037,0,0,0,0,0,725750221,0,0,0,0,0,0,0,0,10/01/2023,567000,818213075,0,0,0,0,0,0,0,0,0,0,0,1570705,0,0,-445,0,0,0,0,0,0,0
9090,3/31/2026 0:00:00,4287,0,0,163640,21140,1,0,88816,0,0,0,0,0,0,0,0,0,0,0,0,243435,0,0,0,0,243435,0,0,0,0,0,0,0,-6565,0,2930,0,0,0,2930,0,0,0,0,0,25938807,0,0,0,0,0,0,0,0,07/01/2023,61188,27962524,0,0,0,0,0,0,0,0,0,0,0,37527,0,0,0,0,0,0,0,0,0,0
9093,3/31/2026 0:00:00,4288,0,0,421319,0,1,0,155844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,25000,0,0,0,0,0,40657612,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,50355935,0,0,0,0,0,0,0,0,0,0,0,57965,0,0,0,0,0,0,0,0,0,0
9094,3/31/2026 0:00:00,4289,0,0,2447699,0,1,0,4472837,0,0,0,0,1970631,1970631,0,0,0,0,0,0,2918344,12795324,14100616,761004,127221,30702509,0,0,0,0,0,0,0,-360199,0,1424805,0,0,0,1424805,0,0,0,0,0,354946282,0,0,0,0,0,0,0,0,07/01/2023,350000,409719265,0,0,0,0,0,0,0,0,0,0,0,1111484,0,-243125,0,0,0,0,0,0,0,0
9095,3/31/2026 0:00:00,4290,0,93689922,4685434,8870804,1,0,8583687,0,0,0,0,0,0,0,0,0,0,0,0,74305514,30820671,119776561,69966685,0,294869431,42206,0,0,0,0,42206,0,-10430140,0,497147,0,0,38232,535379,0,0,0,0,86779,1978178297,0,0,0,0,0,0,0,0,03/01/2023,0,2194849301,0,0,0,0,0,0,0,0,0,0,0,2150837,0,0,0,0,0,19,20078407,0,0,0
9097,3/31/2026 0:00:00,4292,0,0,593136,0,1,0,97625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26190,0,0,9665,35855,0,0,0,0,9665,57695942,0,0,0,0,0,0,0,0,01/01/2023,-29088,65885000,0,0,0,0,0,0,0,0,0,0,0,63360,0,0,0,0,0,0,0,0,0,0
9099,3/31/2026 0:00:00,4294,0,0,3232239,5106872,1,0,2129378,0,0,0,0,0,0,0,0,0,0,0,0,42676938,8613825,19646531,45638260,6810488,123386042,0,0,0,0,0,0,0,-5740313,0,257864,312,0,0,258176,0,0,0,0,386,322693223,0,0,0,0,0,0,0,0,04/01/2023,965050,340983525,0,0,0,0,0,0,0,0,0,0,0,763935,0,0,-199673,0,0,0,0,0,0,0
9102,3/31/2026 0:00:00,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,150000,400000,290000,0,1590000,0,0,0,0,0,0,0,0,0,0,0,0,0,3033014,0,0,0,0,0,0,0,0,,0,3539013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,3/31/2026 0:00:00,4298,0,0,199536,0,1,0,38818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067027,1067027,0,0,0,3544,0,0,0,3544,0,0,0,0,0,13632539,0,0,0,0,0,0,0,0,09/01/2023,0,16659062,0,0,0,0,0,0,0,0,0,0,0,3338,0,0,0,0,0,0,0,0,0,0
9106,3/31/2026 0:00:00,4299,0,0,2975643,565824,1,0,2889445,0,0,0,0,0,0,0,0,0,0,0,0,995123,6706240,502030,0,0,8203393,4978000,8455000,0,0,0,13433000,0,-7947,0,600000,0,0,0,600000,0,0,0,0,0,311630184,0,0,0,55,539085,539085,0,0,01/01/2023,370000,352288651,0,0,0,0,0,0,0,0,0,0,0,947838,0,0,0,0,0,0,0,0,0,0
9107,3/31/2026 0:00:00,4300,0,0,2309508,0,1,0,2016271,0,0,0,6261245,0,6261245,0,0,0,0,0,0,0,0,0,0,0,0,1999357,0,0,0,0,1999357,0,0,0,-97283,0,0,0,-97283,0,0,0,0,0,143634392,0,0,0,0,0,0,0,0,01/01/2023,0,166250213,0,0,0,0,0,0,0,0,0,0,0,446411,0,0,110980,0,0,0,0,0,0,0
9109,3/31/2026 0:00:00,4301,0,38500000,1535387,680587,1,0,3033282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421454,5736167,2829451,0,1440455,12427527,0,0,0,315127,0,0,0,315127,0,0,0,0,0,264189665,0,0,0,0,0,0,0,0,07/01/2023,703592,328346511,0,0,0,0,0,0,0,0,0,0,0,721481,0,0,0,0,0,0,0,0,0,0
9115,3/31/2026 0:00:00,4305,0,0,167290,0,1,0,128774,0,0,0,0,0,0,0,0,0,0,0,0,4508194,4336221,2672247,1154229,1472463,14143354,0,0,0,0,0,0,0,-649351,0,43963,0,0,0,43963,0,0,0,0,0,37381731,0,0,0,0,0,0,0,0,01/01/2023,59518,40174577,0,0,0,0,0,0,0,0,0,0,0,66054,0,0,0,0,0,0,0,0,0,0
9119,3/31/2026 0:00:00,4307,0,0,11378893,0,1,0,4378008,0,0,0,0,0,0,0,0,0,0,0,0,86803171,178540201,195282513,0,0,460625885,0,0,0,0,0,0,0,-4653184,0,4200,0,0,0,4200,0,0,0,0,0,799516922,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,897525040,0,0,0,0,0,0,0,0,0,0,0,1352860,0,0,0,0,0,0,0,0,0,0
9145,3/31/2026 0:00:00,4319,0,0,64726,0,1,0,177145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14724954,0,0,0,0,0,0,0,0,01/01/2023,0,17424676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,3/31/2026 0:00:00,4320,0,0,353289,0,1,0,111368,0,0,0,0,0,0,0,0,0,0,0,0,11848240,11621120,3971660,0,0,27441020,6196000,6881000,5175000,250000,0,18502000,0,-558980,0,71844,0,0,0,71844,0,0,0,0,0,70387969,0,0,0,0,0,0,0,0,07/01/2023,40000,86135767,0,0,0,0,0,0,0,0,0,0,0,17204,0,0,0,0,0,0,0,0,0,0
9148,3/31/2026 0:00:00,4322,0,0,644480,330240,1,0,172703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62390921,0,0,0,0,0,0,0,0,01/01/2023,0,70076768,0,0,0,0,0,0,0,0,0,0,0,81422,0,0,0,0,0,0,0,0,0,0
9160,3/31/2026 0:00:00,4328,0,5257938,3691966,2730125,1,0,3295721,0,0,0,0,0,0,0,0,0,0,0,0,11740389,23676856,10418804,7713868,696169,54246088,0,0,0,0,0,0,0,-298883,0,354624,0,0,0,354624,0,0,0,0,0,635126207,0,0,0,0,0,0,0,0,04/01/2023,0,727819331,0,0,0,0,0,0,0,0,0,0,0,-16633,0,0,4541,0,0,5,1168026,0,0,0
9163,3/31/2026 0:00:00,4331,0,0,852773,0,1,0,342808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5401424,9794885,22841318,21252351,5027180,64317158,0,0,0,46055,0,0,764,46819,0,0,0,0,0,206917556,0,0,0,0,0,0,0,0,01/01/2023,95671,260028853,0,0,0,0,0,0,0,0,0,0,0,406789,0,0,0,0,0,2,2317500,0,0,0
9164,3/31/2026 0:00:00,4332,0,2885621,7731970,1510628,1,0,7173928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667936,6656973,0,15324909,0,0,0,0,0,0,0,358176,0,1225000,0,0,24208,1249208,0,0,0,0,245368,708916467,4,13244,13244,0,0,0,4,13244,04/01/2023,3506813,751866919,0,0,0,0,0,0,0,0,0,0,0,2796315,0,0,0,0,0,0,0,0,0,0
9189,3/31/2026 0:00:00,4345,0,0,965676,24157,1,0,198436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5562481,7712000,7888587,1131214,156625,22450907,0,0,0,25000,0,0,0,25000,0,0,0,0,0,56791343,0,0,0,0,0,0,0,0,03/01/2023,0,62374998,0,0,0,0,0,0,0,0,0,0,0,55190,0,0,0,3,161000,0,0,0,0,0
9208,3/31/2026 0:00:00,4356,0,18204315,1291022,473649,1,0,2367660,0,0,375967,0,0,375967,0,0,0,0,0,0,6386105,2894680,1950814,3680516,0,14912115,994000,1989000,500000,1118252,0,4601252,0,-567152,0,112500,0,0,0,112500,0,0,0,0,0,269685492,0,0,0,0,0,0,0,0,Fiscal Year 2022,65313,310832570,0,0,0,0,0,0,0,0,0,0,0,377400,0,25967,0,0,0,0,0,0,0,0
9213,3/31/2026 0:00:00,4359,0,0,273272,0,1,0,182042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998000,3248000,0,0,0,5246000,0,0,0,11168,0,0,0,11168,0,0,0,0,0,51999861,0,0,0,0,0,0,0,0,01/01/2023,120793,63791462,0,0,0,0,0,0,0,0,0,0,0,58791,0,0,0,0,0,0,0,0,0,0
9214,3/31/2026 0:00:00,4360,0,0,50,0,1,0,746691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,0,0,43636289,0,0,0,0,0,0,0,0,01/01/2023,0,77580802,0,0,0,0,0,0,0,0,0,0,0,33593,0,0,0,0,0,0,0,0,0,0
9219,3/31/2026 0:00:00,4361,0,0,2086774,0,1,0,1146584,0,0,0,0,0,0,0,0,0,0,0,0,9995451,6753944,7288905,2910647,0,26948947,5888000,12739000,6870000,0,0,25497000,0,-386232,0,174645,0,0,0,174645,0,0,0,0,0,159728707,1,619,0,0,0,0,1,619,01/01/2023,365330,176515043,0,0,0,0,0,0,0,0,0,0,0,328723,0,0,0,0,0,0,0,0,0,0
9229,3/31/2026 0:00:00,4365,0,57571612,9069974,0,1,0,9037231,0,0,0,0,0,0,0,0,0,0,0,0,12750084,4140113,5953992,5835253,561432,29240874,0,0,0,0,0,0,0,-2354358,0,2060033,0,0,0,2060033,0,0,0,0,0,1297991329,0,0,0,0,0,0,0,0,02/01/2023,3069290,1400295648,0,0,0,0,0,0,0,0,0,0,0,3573146,0,0,0,0,0,0,0,0,0,0
9230,3/31/2026 0:00:00,4366,0,21506051,3477637,0,1,0,9658995,0,0,0,0,0,0,0,0,0,0,0,0,11633882,15152252,12434584,12420347,8514897,60155962,13595497,17310626,10184733,481453,0,41572309,0,-1558850,0,1300000,0,0,0,1300000,0,0,0,0,0,732765839,0,0,0,0,0,0,0,0,01/01/2023,3000000,919973315,0,0,0,0,0,0,0,0,0,0,0,1020892,0,0,19271,0,0,0,0,0,0,0
9237,3/31/2026 0:00:00,4371,0,9674327,362194,0,1,0,172964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15620000,25035000,6240000,0,0,46895000,0,0,0,-2153,0,0,0,-2153,0,0,0,0,0,71904809,0,0,0,0,0,0,0,0,07/01/2023,0,81375184,0,0,0,0,0,0,0,0,0,0,0,24720,0,0,0,0,0,0,0,0,0,0
9246,3/31/2026 0:00:00,4379,0,0,50,0,1,0,56874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1684,0,0,0,-1684,0,0,0,0,0,9862509,0,0,0,0,0,0,0,0,01/01/2023,0,12490531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9247,3/31/2026 0:00:00,4380,0,42936305,4371240,0,1,0,5136304,0,0,0,0,0,0,0,0,0,0,0,0,16572925,19467639,10411199,56016195,10030381,112498340,36326,0,0,0,0,36326,0,-9111355,0,415489,0,0,0,415489,0,0,0,0,0,673948946,0,0,0,0,0,0,0,0,01/01/2023,0,738642336,0,0,0,0,0,0,0,0,0,0,0,1631750,0,0,0,0,0,0,0,0,0,0
9248,3/31/2026 0:00:00,4381,0,0,55984,0,1,0,21648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613332,0,0,0,0,0,0,0,0,01/01/2023,0,10542247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9260,3/31/2026 0:00:00,4387,0,0,18011099,5291260,1,0,6559968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57752145,43336514,37952145,19974390,0,159015194,0,0,0,444000,0,0,0,444000,0,0,0,0,75000,2310745855,0,0,0,0,0,0,0,0,01/01/2023,0,2582690994,0,0,0,0,0,0,0,0,0,0,0,3412207,0,0,0,0,0,0,0,0,0,0
9287,3/31/2026 0:00:00,4400,0,0,580472,0,1,0,149580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41418,0,0,0,41418,0,0,0,0,0,38439244,0,0,0,0,0,0,0,0,01/01/2023,51671,43775696,0,0,0,0,0,0,0,0,0,0,0,24969,0,0,0,0,0,0,0,0,0,0
9289,3/31/2026 0:00:00,4402,0,5510429,981571,0,1,0,58585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18190,0,0,0,18190,0,0,0,0,0,84427558,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,96087029,0,0,0,0,0,0,0,0,0,0,0,124107,0,0,0,0,0,0,0,0,0,0
9292,3/31/2026 0:00:00,4404,0,24792703,3548017,0,1,0,2011221,0,0,0,0,0,0,0,0,0,0,0,0,83168918,19815006,3568900,50943098,6511693,164007614,0,0,0,13652809,0,13652810,0,-3090552,0,123793,0,0,0,123793,0,0,0,0,0,733966337,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,831188521,0,0,0,0,0,0,0,0,0,0,0,313251,0,0,0,0,0,0,0,0,0,0
9293,3/31/2026 0:00:00,4405,0,4959917,2339619,0,1,0,2503569,88786,0,0,906890,3256424,4252099,0,0,0,0,0,0,19867808,6549225,9130471,16657590,306065,52511158,0,0,0,0,0,0,0,-6037630,0,165867,0,0,0,165867,0,0,0,0,12745,365642294,0,0,0,0,0,0,0,0,01/01/2023,614932,410982376,0,0,0,0,0,0,0,0,0,0,0,625167,0,-3383,9381,0,0,0,0,0,0,0
9296,3/31/2026 0:00:00,4407,0,57716225,14404902,1662162,1,0,6806761,0,0,0,0,0,0,0,0,0,0,0,0,11708180,16064271,14915329,31764101,5465800,79917682,0,0,8615051,0,0,8615051,0,-3792372,0,1451075,0,0,27918,1478993,0,0,0,0,274356,822965510,0,0,0,0,0,0,0,0,01/01/2023,805661,896540774,0,0,0,0,0,0,0,0,0,0,0,182904,0,0,0,0,0,0,0,0,0,0
9300,3/31/2026 0:00:00,4409,0,407928,3786051,1011255,1,0,2086708,0,0,0,0,0,0,0,0,0,0,0,0,1429459,9312722,25348312,13986762,0,50077255,1858562,8927148,6231223,6163384,0,23180317,0,-2634668,0,435716,0,0,0,435716,0,0,0,0,0,226710276,0,0,0,0,0,0,0,0,01/01/2023,978893,249757160,0,0,0,0,0,0,0,0,0,0,0,464181,0,0,0,0,0,0,0,0,0,0
9310,3/31/2026 0:00:00,4415,0,0,3960,43629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726056,0,0,0,0,0,0,0,0,,0,4717246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9327,3/31/2026 0:00:00,4423,0,7600000,625681,0,1,0,373073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249401,1000000,750000,0,0,2999401,0,0,0,0,0,0,0,0,0,0,0,0,0,109944905,0,0,0,0,0,0,0,0,01/01/2023,7701,121403544,0,0,0,0,0,0,0,0,0,0,0,200639,0,0,0,0,0,0,0,0,0,0
9335,3/31/2026 0:00:00,4427,0,0,437252,90126,1,0,1198756,0,0,0,0,0,0,0,0,0,0,0,0,50844,512647,2599912,1708420,0,4871824,0,0,0,0,0,0,0,-613611,0,112001,0,0,7605,119606,0,0,0,0,0,74838482,0,0,0,0,0,0,0,0,01/01/2023,306716,80491048,0,0,0,0,0,0,0,0,0,0,0,135653,0,0,0,0,0,0,0,0,0,0
9348,3/31/2026 0:00:00,4435,0,0,656197,1028082,1,0,285699,0,0,0,0,0,0,0,0,0,0,0,0,1086226,14991,6970882,155621,0,8227720,0,0,0,0,0,0,0,-54159,0,4471,0,0,0,4471,0,0,0,0,0,91908280,0,0,0,0,0,0,0,0,01/01/2023,54976,109726018,0,0,0,0,0,0,0,0,0,0,0,45200,0,0,0,0,0,0,0,0,0,0
9349,3/31/2026 0:00:00,4436,0,887314,2050052,0,1,0,791928,0,0,0,0,0,0,0,0,0,0,0,0,2512750,10018075,0,0,0,12530825,0,0,0,0,0,0,0,77771,0,155442,0,0,0,155442,0,0,0,0,0,248814822,0,0,0,0,0,0,0,0,10/01/2023,0,296342199,0,0,0,0,0,0,0,0,0,0,0,376383,0,0,0,0,0,0,0,0,0,0
9358,3/31/2026 0:00:00,4443,0,0,338318,0,1,0,153083,0,0,0,0,0,0,0,0,0,0,0,0,6086663,3239123,9404758,6031984,3939740,28702268,0,0,0,0,0,0,0,-785407,0,0,0,0,0,0,0,0,0,0,0,61361502,0,0,0,0,0,0,0,0,12/01/2023,0,72419173,0,0,0,0,0,0,0,0,0,0,0,46807,0,0,0,0,0,0,0,0,0,0
9370,3/31/2026 0:00:00,4449,0,0,1184424,0,1,0,447850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,450000,0,0,0,550000,0,0,0,7500,0,0,0,7500,0,0,0,0,0,42080335,0,0,0,0,0,0,0,0,03/01/2023,300000,48689967,0,0,0,0,0,0,0,0,0,0,0,45064,0,0,0,0,0,0,0,0,0,0
9373,3/31/2026 0:00:00,4451,0,5259980,4207155,24107579,1,0,5832067,0,0,0,0,0,0,0,0,0,0,0,0,10061326,5628255,18958526,11670903,5028631,51347641,0,0,0,0,0,0,0,-3795968,0,802108,0,0,-2330,799778,0,0,0,0,37120,627190968,1,34803,29583,18,5276388,5276388,0,0,01/01/2023,624993,698669084,0,0,0,0,0,0,0,0,0,0,0,1344555,0,0,0,0,0,0,0,0,0,0
9376,3/31/2026 0:00:00,4453,0,0,226108,0,1,0,46640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958,0,0,0,2958,0,0,0,0,0,15432963,0,0,0,0,0,0,0,0,01/01/2023,0,18757293,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0
9381,3/31/2026 0:00:00,4456,0,0,3842812,0,1,19,5517548,0,0,0,0,0,0,0,0,0,0,0,0,64744693,71195193,53345840,96166994,14097846,299550567,5671588,5519091,11607344,2251501,0,25049524,0,-17243258,0,435521,3481,0,0,439002,0,0,0,0,2396,825781260,0,0,0,0,0,0,0,0,01/01/2023,204755,924001960,0,0,0,0,0,0,0,0,0,0,0,1006607,0,0,43461,0,0,194,1093123,0,0,6475
9398,3/31/2026 0:00:00,4469,0,0,123314,0,1,0,145298,0,0,0,0,0,0,0,0,0,0,0,0,1230341,2449953,1874408,0,0,5554703,0,0,0,0,0,0,0,-62850,0,7836,0,0,0,7836,0,0,0,0,0,33396968,0,0,0,0,0,0,0,0,03/01/2023,13992,39906447,0,0,0,0,0,0,0,0,0,0,0,40189,0,0,0,0,0,0,0,0,0,0
9408,3/31/2026 0:00:00,4478,0,0,479995,0,1,0,196833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924893,3665869,4374511,0,0,9965273,0,0,0,10000,0,0,0,10000,0,0,0,0,0,39855666,0,0,0,0,0,0,0,0,01/01/2023,0,44940672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9411,3/31/2026 0:00:00,4480,0,0,339437,0,1,0,54210,0,0,0,0,0,0,0,0,0,0,0,0,2298260,1116604,1483592,7699,0,4906155,0,0,0,0,0,0,0,-14860,0,11152,0,0,0,11152,0,0,0,0,0,18090730,0,0,0,0,0,0,0,0,06/01/2023,56033,19403571,0,0,0,0,0,0,0,0,0,0,0,28726,0,0,0,0,0,0,0,0,0,0
9413,3/31/2026 0:00:00,4482,0,0,163717,0,1,0,231057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24100,0,0,0,24100,0,0,0,0,0,25417304,0,0,0,0,0,0,0,0,01/01/2023,49935,27969873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9441,3/31/2026 0:00:00,4500,0,0,386209,0,1,0,60394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4474000,2190000,1192000,0,0,7856000,0,0,0,0,0,0,0,0,0,0,0,0,0,17959073,0,0,0,0,0,0,0,0,03/01/2023,95250,21594892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,3/31/2026 0:00:00,4508,0,78573,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619034,0,0,0,0,0,0,0,0,,0,9262829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,3/31/2026 0:00:00,4514,0,0,832254,0,1,0,432537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35400,0,0,0,35400,0,0,0,0,0,43349597,0,0,0,0,0,0,0,0,09/01/2023,150540,50101920,0,0,0,0,0,0,0,0,0,0,0,74014,0,0,0,0,0,0,0,0,0,0
9475,3/31/2026 0:00:00,4516,0,29432254,1400534,489002,1,0,1455064,0,0,0,23875348,0,23875348,0,0,0,0,0,0,20592037,40475926,52548052,29902930,406495,143925440,0,0,0,0,0,0,0,-6277478,0,235913,0,0,6201,242114,0,0,0,0,6258,634798839,0,0,0,0,0,0,0,0,01/01/2023,95879,709496512,0,0,0,0,0,0,0,0,0,0,0,566105,0,-358979,0,0,0,0,0,0,0,0
9476,3/31/2026 0:00:00,4517,0,0,31502,0,1,0,83986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19370740,0,0,0,12,75323,75323,0,0,Fiscal Year 2022,60519,22462690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9479,3/31/2026 0:00:00,4520,0,0,657976,25000,1,0,17099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692000,4743000,0,0,0,9435000,0,0,0,833,0,0,0,833,0,0,0,0,0,22536036,0,0,0,0,0,0,0,0,Fiscal Year 2022,40510,26885777,0,0,0,0,0,0,0,0,0,0,0,17653,0,0,0,0,0,0,0,0,0,0
9483,3/31/2026 0:00:00,4522,0,0,588487,146305,1,0,513330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149000,3711000,496000,0,0,8356000,0,0,0,70435,0,0,0,70435,0,0,0,0,22528,98237751,0,0,0,0,0,0,0,0,03/01/2023,172303,111156920,0,0,0,0,0,0,0,0,0,0,0,77424,0,0,0,0,0,0,0,0,0,0
9486,3/31/2026 0:00:00,4524,0,0,514687,0,1,0,469237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424902,5915753,12600807,12982971,649002,37573435,0,0,0,39305,0,0,0,39305,0,0,0,0,0,96752600,0,0,0,0,0,0,0,0,01/01/2023,55933,107070493,0,0,0,0,0,0,0,0,0,0,0,43545,0,0,0,5,1821246,0,0,0,0,0
9496,3/31/2026 0:00:00,4530,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449450,0,0,0,0,0,0,0,0,,0,2721295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9497,3/31/2026 0:00:00,4531,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949762,0,0,0,0,0,0,0,0,,0,6416235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,3/31/2026 0:00:00,4533,0,0,4070691,0,1,0,2116741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53154077,60691178,33358145,0,0,147203400,0,0,0,159104,0,0,50896,210000,0,0,0,0,50896,439792101,0,0,0,0,0,0,0,0,01/01/2023,0,488465568,0,0,0,0,0,0,0,0,0,0,0,762477,0,0,0,0,0,0,0,0,0,0
9501,3/31/2026 0:00:00,4534,0,0,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434812,0,0,0,0,0,0,0,0,,0,1819078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
