"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
2158,3/31/2026 0:00:00,1022,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38111,38111,1745920,0,-38111,-38111,0,0,0,0,0,78035,0,49758,49758,0,0,0,0,0,0,0,5272181,11647,11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272181,0,0,38111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978217,3978217,0,0,0,13,8933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,3/31/2026 0:00:00,1024,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,33334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49520,49520,15198538,0,-49520,-49520,0,0,0,0,0,389029,0,250038,250038,0,0,0,0,0,0,0,29793936,200518,200518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29793936,0,0,49520,13,2516310,0,76,7368677,240000,0,0,0,0,0,0,11,1183711,0,11068698,240000,30,2128441,200850,1,44481,0,0,0,0,0,0,0,2172922,200850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,13241620,440850,0,25884552,25884552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,3/31/2026 0:00:00,1028,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,16953842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35111441,0,0,0,0,0,0,0,10501276,0,0,0,0,0,0,0,0,2093725,2093725,176704242,0,-2093725,-2093725,0,0,0,0,0,29035816,0,2212415,2212415,0,0,0,0,0,0,0,251299532,118690,118690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251299532,0,0,2093725,188,45756922,777000,54,7930495,0,0,0,0,0,0,0,78,22976158,0,76663575,777000,327,27341878,1390000,0,0,0,0,0,0,431,29179798,1356214,56521676,2746214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,133185251,3523214,54108344,227061899,227061899,0,160,159480,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,3/31/2026 0:00:00,1032,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,85617231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174189095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554751,1554751,245354527,0,-1554751,-1554751,0,0,0,0,0,23377043,0,3647671,3647671,0,0,0,0,0,0,0,435475432,2092920,2092920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435475432,0,0,1554751,44,7261321,300000,168,12838219,635000,0,0,0,0,0,0,0,0,0,20099540,935000,501,34333152,3445849,0,0,0,0,0,0,545,18287492,1039000,52620644,4484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,72720184,5419849,0,398084346,398084346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37593789,0,0
2191,3/31/2026 0:00:00,1034,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,148449655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542040732,0,0,0,0,0,0,0,174450732,0,0,0,0,0,0,-435988,0,13921541,13921541,1231615520,-435988,-13921541,-13921541,0,0,0,0,0,129605621,0,17355833,17355833,0,0,0,0,0,0,0,1824448695,3434292,3434292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824448695,0,0,13921541,1465,293282586,12444850,803,68158891,3320335,25,2367911,0,161,23911091,0,206,8754411,668868,396474890,16434053,1061,59357047,76600,45,1991094,0,699,41847152,4519518,565,28939427,1415585,132134720,6011703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,528609610,22445756,6661894,1558046936,1558046936,0,0,0,0,0,6,2674425,6,0,0,0,0,0,0,0,0,1,65338373,358,0,0,0,0,0,0,4834634,0,0
2208,3/31/2026 0:00:00,1041,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1708513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162002,162002,4055767,0,-162002,-162002,0,0,0,0,0,45056,0,41289,41289,0,0,0,0,0,0,0,6277590,-120713,-120713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277590,0,0,162002,2,24675,0,0,0,0,0,0,0,0,0,0,0,0,0,24675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24675,0,0,4424114,4424114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,3/31/2026 0:00:00,1042,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,200800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59332934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064950,1064950,116333289,0,-1064950,-1064950,0,0,0,0,0,4959512,0,1244611,1244611,0,0,0,0,0,0,0,145248447,179661,179661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145248447,0,0,1064950,176,25438864,0,75,3705872,0,0,0,0,0,0,0,225,12080204,63668,41224940,63668,3,17963,0,0,0,0,0,0,0,326,16822401,165492,16840364,165492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,58065304,229160,29448214,129026901,129026901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,3/31/2026 0:00:00,1052,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,81451237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222867716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000,3150000,326325037,0,-3150000,-3150000,0,0,0,0,0,32140007,0,4348705,4348705,0,0,0,0,0,0,0,530381530,1198705,1198705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530381530,0,0,3150000,170,35962867,0,55,5231435,0,0,0,0,0,0,0,0,0,0,41194302,0,742,46296320,3410197,0,0,0,0,0,0,537,19116697,605865,65413017,4016062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,106607319,4016062,0,463517148,463517148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26079729,491,0,0,0,0,0,0,5000000,0,0
2227,3/31/2026 0:00:00,1053,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7767269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20170682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357516,0,300308,300308,90816311,-357516,-300308,-300308,0,0,0,0,0,7314802,0,1206904,1206904,0,0,0,0,0,0,0,142841169,906596,906596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142841169,0,0,300308,81,12549226,1542813,149,14142641,586600,0,0,0,335,34751499,731530,0,0,0,61443366,2860943,165,2352058,0,0,0,0,0,0,0,179,6792997,1591377,9145055,1591377,1,155960,0,0,0,0,0,0,0,0,0,0,155960,0,910,70744381,4452320,46630975,127223710,127223710,0,0,0,0,0,5,847915,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,3/31/2026 0:00:00,1058,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1754212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18407088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333916,333916,31845093,0,-333916,-333916,0,0,0,0,0,2265088,0,371232,371232,0,0,0,0,0,0,0,44197019,37316,37316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44197019,0,0,333916,0,0,0,16,1018337,0,39,7408127,0,0,0,0,0,0,0,8426464,0,10,626581,140000,0,0,0,0,0,0,57,4718876,0,5345457,140000,5,313754,0,0,0,0,0,0,0,0,0,0,313754,0,127,14085675,140000,0,38882135,38882135,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,3/31/2026 0:00:00,1061,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23470,23470,2007904,0,-23470,-23470,0,0,0,0,0,128596,0,50303,50303,0,0,0,0,0,0,0,5344959,26833,26833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5344959,0,0,23470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12819,0,0,0,0,0,0,0,0,0,0,12819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12819,0,0,4809642,4809642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,3/31/2026 0:00:00,1063,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,15816769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24575801,0,0,0,0,0,0,0,11189258,0,0,0,0,0,0,0,0,313704,313704,113888092,0,-313704,-313704,0,0,0,0,0,2547374,0,809277,809277,0,0,0,0,0,0,0,133525627,495573,495573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133525627,0,0,313704,298,46292917,2165000,105,9282591,356800,0,0,0,0,0,0,0,0,0,55575508,2521800,167,9065219,495000,0,0,0,0,0,0,176,13796010,1608000,22861229,2103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,78436737,4624800,16144451,98422417,98422417,0,33,344832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,3/31/2026 0:00:00,1066,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,125861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9578156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83820,83820,16368168,0,-83820,-83820,0,0,0,0,0,943516,0,178355,178355,0,0,0,0,0,0,0,21295992,94535,94535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21295992,0,0,83820,7,1193179,0,7,684115,0,0,0,0,0,0,0,0,0,0,1877294,0,5,208484,0,0,0,0,0,0,0,102,4788054,255000,4996538,255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6873832,255000,4788054,19257014,19257014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,3/31/2026 0:00:00,1068,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5980048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7429018,0,0,0,0,0,0,0,767701,0,0,0,0,0,0,0,0,262789,262789,22900913,0,-262789,-262789,0,0,0,0,0,793774,0,359660,359660,0,0,0,0,0,0,0,39303538,96871,96871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39303538,0,0,262789,0,0,0,54,4372670,287500,0,0,0,49,7906625,1217000,9,559854,0,12839149,1504500,32,1757422,0,0,0,0,0,0,0,14,370412,8900,2127834,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,14966983,1513400,8911421,35709626,35709626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,3/31/2026 0:00:00,1071,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176042,176042,5288371,0,-176042,-176042,0,0,0,0,0,146109,0,58418,58418,0,0,0,0,0,0,0,8027147,-117624,-117624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8027147,0,0,176042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6313634,6810634,497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,3/31/2026 0:00:00,1074,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8055891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158837,158837,9251501,0,-158837,-158837,0,0,0,0,0,421126,0,153143,153143,0,0,0,0,0,0,0,21852983,-5694,-5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21852983,0,0,158837,0,0,0,0,0,0,0,0,0,0,0,0,5,348891,0,348891,0,0,0,0,0,0,0,0,0,0,345,1005556,0,1005556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1354447,0,1338833,18298809,18352623,53814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,3/31/2026 0:00:00,1075,Subm,0,0,0,21124920,0,21124920,0,0,0,0,0,0,0,21230147,0,21230147,0,21230147,0,0,0,0,0,0,0,2310054,629403076,622493895,0,6909181,0,41321820,41092556,229264,1359535624,0,1359535624,0,0,1174446340,167807678,17281606,0,0,0,0,0,0,0,-2310054,0,29595329,29595329,2000665191,0,2000665191,-29595329,0,622493895,1174446340,215809415,17510870,172402591,0,172402591,14845950,155450094,0,2106547,0,0,0,0,2391266673,2391266673,162827761,40621751,622493895,1174446340,371259509,17510870,2106547,0,0,0,0,1602998234.2,8124350.2,311246947.5,880834755,371259509,26266305,5266367.5,0,0,0,0,0,0,1361647,0,0,1361647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361647,0,0,0,0,0,0,1361647,0,1361647,0,0,0,0,0,1361647,0,2392628320,1604359881.2,1273,29595329,25,2559407,6636474,1,1717,381000,1171,454607375,22751739,478,169924522,7736662,0,0,0,627093021,37505875,368,19779546,937300,319,21542274,1978000,0,0,0,0,0,0,41321820,2915300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362,668414841,40421175,441331523,1948988326,1948988326,0,0,0,0,0,24,7014474,24,0,24,7014474,2037,0,0,0,0,0,13616474,56,0,0,0,0,0,0,633675742,0,0
2299,3/31/2026 0:00:00,1080,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10601016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11983944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160976,160976,22667084,0,-160976,-160976,0,0,0,0,0,800199,0,345587,345587,0,0,0,0,0,0,0,38511647,184611,184611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38511647,0,0,160976,30,10451035,0,7,393081,0,0,0,0,0,0,0,0,0,0,10844116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10844116,0,0,35607071,35607071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,3/31/2026 0:00:00,1081,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,148642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41464216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265929,265929,57954868,0,-265929,-265929,0,0,0,0,0,3082147,0,838363,838363,0,0,0,0,0,0,0,105078826,572434,572434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105078826,0,0,265929,250,8927201,185000,112,5173050,363000,0,0,0,0,0,0,0,0,0,14100251,548000,0,0,0,95,2359178,650000,0,0,0,47,297153,0,2656331,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,16756582,1198000,3302473,92757170,92757170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,3/31/2026 0:00:00,1088,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,61334678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84578995,0,0,0,0,0,0,0,541102,0,0,0,0,0,0,0,0,612141,612141,133507109,0,-612141,-612141,0,0,0,0,0,4792999,0,1750933,1750933,0,0,0,0,0,0,0,221468931,1138792,1138792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221468931,0,0,612141,201,37575831,1376281,210,10033126,350835,0,0,0,0,0,0,0,0,0,47608957,1727116,20,1390196,0,0,0,0,0,0,0,0,0,0,1390196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,48999153,1727116,2039030,190604196,190604196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,3/31/2026 0:00:00,1097,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7553709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10594383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77071,77071,15456416,0,-77071,-77071,0,0,0,0,0,2695321,0,502885,502885,0,0,0,0,0,0,0,56395131,425814,425814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56395131,0,0,77071,11,1686881,0,11,1311596,0,0,0,0,0,0,0,0,0,0,2998477,0,23,1940627,215775,0,0,0,0,0,0,0,0,0,1940627,215775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4939104,215775,0,48848633,48848633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,3/31/2026 0:00:00,1098,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15181,15181,909268,0,-15181,-15181,0,0,0,0,0,49830,0,35940,35940,0,0,0,0,0,0,0,4205344,20759,20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4205344,0,0,15181,0,0,0,1,139966,0,0,0,0,0,0,0,0,0,0,139966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139966,0,0,3492642,3492642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
