"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
108,3/31/2026 0:00:00,58,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,1951621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12052759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207411,207411,13434097,0,-207411,-207411,0,0,0,0,0,998579,0,350105,350105,0,0,0,0,0,0,0,45727697,142694,142694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45727697,0,0,207411,32,1324991,0,13,263758,0,0,0,0,0,0,0,0,0,0,1588749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1588749,0,1588749,36137694,36137694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2026 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341536,0,0,0,0,0,0,0,5823325,0,0,0,0,0,0,0,0,60199,60199,33875073,0,-60199,-60199,0,0,0,0,0,1579042,0,270019,270019,0,0,0,0,0,0,0,40584361,209820,209820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40584361,0,0,60199,0,0,0,0,0,0,3,1966293,0,0,0,0,57,25804117,2550000,27770410,2550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27770410,2550000,2595712,34260539,34260539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2026 0:00:00,62,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,70734448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36524,36524,10265390,0,-36524,-36524,0,0,0,0,0,5369958,0,716962,716962,0,0,0,0,0,0,0,89801774,680438,680438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89801774,0,0,36524,51,5548422,0,28,2317205,0,0,0,0,0,0,0,0,0,0,7865627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7865627,0,0,76908344,76908344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157293,0,0
120,3/31/2026 0:00:00,63,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,32545358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28849790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468200,468200,71043258,0,-468200,-468200,0,0,0,0,0,8115098,0,1115052,1115052,0,0,0,0,0,0,0,134031106,646852,646852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134031106,0,0,468200,22,1845176,0,28,2930560,220000,0,0,0,0,0,0,103,14718842,930000,19494578,1150000,11,795534,55000,0,0,0,0,0,0,406,22371556,4090200,23167090,4145200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,42661668,5295200,0,122839249,122839249,0,222,11149067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2026 0:00:00,69,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10286,10286,146091,0,-10286,-10286,0,0,0,0,0,9435,0,8922,8922,0,0,0,0,0,0,0,1039187,-1364,-1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039187,0,0,10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863461,863461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2026 0:00:00,70,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,21926481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23597214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312948,312948,55530214,0,-312948,-312948,0,0,0,0,0,2513939,0,944371,944371,0,0,0,0,0,0,0,116990819,631423,631423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116990819,0,0,312948,64,6537680,0,326,15945118,0,0,0,0,0,0,0,0,0,0,22482798,0,220,7684907,613610,0,0,0,0,0,0,51,2078244,129468,9763151,743078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,32245949,743078,0,99080427,99080427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2026 0:00:00,72,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11492316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22349191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77170,77170,27482474,0,-77170,-77170,0,0,0,0,0,2229283,0,365197,365197,0,0,0,0,0,0,0,44992494,288027,288027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44992494,0,0,77170,33,4359173,1167233,1,7668,7668,0,0,0,0,0,0,0,0,0,4366841,1174901,0,0,0,0,0,0,0,0,0,34,843612,0,843612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5210453,1174901,1992450,39912098,39912098,0,0,0,416,12251711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2026 0:00:00,74,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50118,50118,3929188,0,-50118,-50118,0,0,0,0,0,58185,0,51066,51066,0,0,0,0,0,0,0,5468566,948,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5468566,0,0,50118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956189,4956189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2026 0:00:00,75,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,5488,1060591,0,-5488,-5488,0,0,0,0,0,16794,0,14366,14366,0,0,0,0,0,0,0,1481169,8878,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481169,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325678,1325678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2026 0:00:00,77,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,78898472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88285061,0,0,0,0,0,0,0,63242067,0,0,0,0,0,0,-935794,0,4435937,4435937,339707821,-935794,-4435937,-4435937,0,0,0,0,0,39835433,0,3617239,3617239,0,0,0,0,0,0,0,503364290,-818698,-818698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503364290,0,0,4435937,211,52087788,1781500,4,403904,0,72,16694716,0,8,3245161,0,130,70689025,532500,143120594,2314000,358,22835980,832000,0,0,0,0,0,0,458,25724262,1850000,48560242,2682000,4,1504030,0,0,0,0,0,0,0,0,0,0,1504030,0,1245,193184866,4996000,114691973,417952758,428404758,10452000,0,0,25,149633,3,1304384,3,0,0,0,0,0,0,0,0,1,21499706,427,0,0,77337,1,0,0,0,0,161951
151,3/31/2026 0:00:00,78,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,111097910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286094410,0,0,0,0,0,0,0,1216889,0,0,0,0,0,0,0,0,9564567,9564567,801327864,0,-9564567,-9564567,0,0,0,0,0,65306002,0,10387845,10387845,0,0,0,0,0,0,0,1158996534,823278,823278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158996534,0,0,9564567,1904,320154228,14620920,415,38155778,3783100,33,11401058,1041500,73,23780382,2125125,1,98971,0,393590417,21570645,628,46624285,1607900,0,0,0,0,0,0,1151,83366428,2349007,129990713,3956907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4205,523581130,25527552,105829698,1016768549,1020653912,3885363,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,3/31/2026 0:00:00,80,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,19899,0,-10000,-10000,0,0,0,0,0,3045,0,3045,3045,0,0,0,0,0,0,0,350269,-6955,-6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350269,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275485,275485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2026 0:00:00,83,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,755287892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527250141,0,0,0,0,0,0,0,271743794,0,0,0,0,0,0,-42266749,0,22831386,22831386,1811618861,-42266749,-22831386,-22831386,0,0,0,0,0,147435375,0,52923267,52923267,0,0,0,0,0,0,0,2805333521,30091881,30091881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805333521,0,0,22831386,1098,195584860,56105660,1968,291017127,16186400,1013,240877436,16199200,113,39490151,348700,68,3085317,990600,770054891,89830560,1777,83403147,5348156,0,0,0,1403,63949340,0,2603,75782185,9217900,223134672,14566056,56,9015394,3981250,0,0,0,0,0,0,0,0,0,9015394,3981250,10099,1002204957,108377866,339369416,2056984828,2087788024,30803196,13,41186198,1128,21416535,155,35514390,155,0,155,35514390,8841,0,0,0,0,1,216574995,772,0,0,35550395,126,0,0,111269098,0,0
162,3/31/2026 0:00:00,85,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11734764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32454906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820588,820588,109953798,0,-820588,-820588,0,0,0,0,0,11914243,0,1431722,1431722,0,0,0,0,0,0,0,179557306,611134,611134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179557306,0,0,820588,175,47800264,2370000,49,9648762,556000,0,0,0,0,0,0,6,1766391,1050000,59215417,3976000,57,4447882,30000,180,14656181,1241321,0,0,0,0,0,0,19104063,1271321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,78319480,5247321,16422517,158974568,158974568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3/31/2026 0:00:00,87,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,65075512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162725759,0,0,0,0,0,0,0,54783783,0,0,0,0,0,0,-1520843,0,1265291,1265291,486511941,-1520843,-1265291,-1265291,0,0,0,0,0,56959782,0,5454357,5454357,0,0,0,0,0,0,0,739561010,4189066,4189066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739561010,0,0,1265291,183,32926729,8102015,431,26835912,1509820,506,86354289,3778070,840,93641905,8773521,0,0,0,239758835,22163426,380,17707074,820318,0,0,0,117,6429837,477500,151,4851102,1206528,28988013,2504346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608,268746848,24667772,132780583,650637363,650637363,0,0,0,0,0,63,13957747,63,0,43,10101835,2459,0,0,0,0,1,31590436,427,0,0,180627,2,0,232314648,0,0,0
168,3/31/2026 0:00:00,88,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,793949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20723988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97472,97472,28625398,0,-97472,-97472,0,0,0,0,0,1851027,0,345660,345660,0,0,0,0,0,0,0,41566783,248188,248188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41566783,0,0,97472,30,4907342,438750,16,1086916,0,0,0,0,0,0,0,0,0,0,5994258,438750,54,2004624,118482,0,0,0,0,0,0,0,0,0,2004624,118482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7998882,557232,244087,34135737,37227737,3092000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3/31/2026 0:00:00,89,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16595,16595,456264,0,-16595,-16595,0,0,0,0,0,8875,0,8875,8875,0,0,0,0,0,0,0,1607671,-7720,-7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607671,0,0,16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911117,911117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3/31/2026 0:00:00,92,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,295124520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595111226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9658244,9658244,1117545546,0,-9658244,-9658244,0,0,0,0,0,108839137,0,13597536,13597536,0,0,0,0,0,0,0,1796417501,3939292,3939292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796417501,0,0,9658244,1068,274808085,5938400,1029,86057816,2752211,268,59643055,0,75,29380171,2024350,88,5282284,595000,455171411,11309961,861,57371287,3947000,0,0,0,4,68141,0,341,19481725,1847000,76921153,5794000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3734,532092564,17103961,55969016,1513391961,1513391961,0,0,0,0,0,4,1015600,4,0,4,1015600,326,0,0,0,0,1,23493841,130,0,0,55625,0,0,0,0,0,0
187,3/31/2026 0:00:00,100,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,692213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028795,0,0,0,0,0,0,0,514077,0,0,0,0,0,0,0,0,448333,448333,9974693,0,-448333,-448333,0,0,0,0,0,1312993,0,238598,238598,0,0,0,0,0,0,0,27508972,-209735,-209735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27508972,0,0,448333,24,2321314,0,11,410578,0,1,12237,0,1,44907,0,0,0,0,2789036,0,18,834605,0,0,0,0,0,0,0,4,256515,0,1091120,0,1,2973,0,2,40855,0,0,0,0,0,0,0,43828,0,62,3923984,0,803368,23717298,23717298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3/31/2026 0:00:00,104,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11390182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111618,111618,11625002,0,-111618,-111618,0,0,0,0,0,384721,0,171760,171760,0,0,0,0,0,0,0,20307713,60142,60142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20307713,0,0,111618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,346438,0,0,0,0,0,0,0,0,0,0,346438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,346438,0,0,18425220,18425220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3/31/2026 0:00:00,105,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,179017925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523207210,0,0,0,0,0,0,0,207288466,0,0,0,0,0,0,-11973700,0,42270489,42270489,2598064886,-11973700,-42270489,-42270489,0,0,0,0,0,150767052,0,24663025,24663025,0,0,0,0,0,0,0,3133815679,-17607464,-17607464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133815679,0,0,42270489,1499,295646223,18774292,473,98933538,3055750,384,158411236,23428993,115,23323734,4605246,342,42302701,0,618617432,49864281,2347,95975068,4327281,252,10748052,0,0,0,0,5437,172525446,41033006,279248566,45360287,4,91030,0,2,17928,0,0,0,0,0,0,0,108958,0,10855,897974956,95224568,336295991,2725194663,2772177887,46983224,965,39466128,0,0,64,14817954,56,0,56,12343863,4781,0,0,3098,46395611,1,29308226,93,0,0,715750,2,0,0,1083067,0,0
198,3/31/2026 0:00:00,107,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9613166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34530,34530,23498213,0,-34530,-34530,0,0,0,0,0,2988575,0,370416,370416,0,0,0,0,0,0,0,54189567,335886,335886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54189567,0,0,34530,54,12056729,1461200,17,1795455,0,0,0,0,0,0,0,0,0,0,13852184,1461200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13852184,1461200,0,40084446,40084446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
